coreid,cae,const,age,pg_age,degree_count,gift_count,fys_giving,act_consistency,crn_consistency,child_count,event_count,married,gillett
142498,I     ,I     ,93,91,0,6,6,0.545454545,0.461538462,0,1.098612289,1,1
142067,I     ,I     ,92,87,0,31,22,0.6875,0.6875,0,1.791759469,1,1
144885,I     ,I     ,93,85,0,2,2,0.166666667,0.153846154,0,0,0,1
189584,I     ,I     ,85,84,0,44,27,0.710526316,0.692307692,1,3.401197382,1,1
89981,A     ,I     ,84,83,1,46,27,0.710526316,0.692307692,1,2.944438979,1,1
16664,I     ,I     ,93,83,0,9,8,0.888888889,0.727272727,0,1.945910149,1,1
189970,I     ,rs    ,89,83,0,88,34,0.85,0.829268293,0,2.302585093,1,1
8444,I     ,I     ,90,82,0,18,11,0.647058824,0.647058824,0,3.218875825,1,1
189616,I     ,I     ,84,82,0,31,25,0.862068966,0.862068966,1,2.197224577,1,1
803,I     ,I     ,92,81,0,14,12,0.5,0.444444444,2,1.386294361,0,1
159295,P     ,I     ,87,81,0,10,6,0.24,0.24,1,2.397895273,1,1
122,I     ,rs    ,95,81,0,25,21,0.677419355,0.617647059,0,0,0,1
84083,A     ,I     ,83,81,1,34,32,1,0.941176471,1,1.098612289,0,1
140643,I     ,I     ,86,80,0,172,25,0.833333333,0.833333333,5,2.63905733,1,1
189766,I     ,I     ,86,80,0,29,19,0.009419931,0.009419931,0,2.302585093,1,1
112926,I     ,rs    ,86,80,0,28,25,0.833333333,0.833333333,5,2.63905733,1,1
55749,I     ,I     ,89,79,0,11,4,0.8,0.8,0,1.791759469,0,1
5398,I     ,I     ,93,79,0,21,9,0.409090909,0.36,0,0,0,1
549104,I     ,I     ,85,79,0,10,6,0.24,0.24,1,2.397895273,1,1
140367,I     ,rs    ,86,79,0,59,30,0.666666667,0.652173913,0,1.791759469,1,1
140454,A     ,I     ,85,79,1,167,34,0.85,0.829268293,0,2.302585093,1,1
53623,I     ,I     ,84,79,0,37,14,1,1,1,2.564949357,0,1
52807,I     ,I     ,87,78,0,9,8,0.888888889,0.727272727,0,1.945910149,1,1
169376,I     ,I     ,83,78,0,10,7,0.411764706,0.411764706,0,2.63905733,1,1
4973,I     ,I     ,91,77,0,28,18,0.857142857,0.857142857,0,1.791759469,1,1
72730,I     ,I     ,80,77,0,39,25,0.862068966,0.862068966,1,2.197224577,1,1
138813,P     ,rs    ,84,77,0,264,46,0.022806148,0.022806148,3,4.356708827,1,1
72820,I     ,I     ,78,77,0,214,36,0.01784829,0.01784829,0,3.135494216,1,1
72637,I     ,I     ,85,77,0,27,22,0.628571429,0.628571429,0,2.708050201,0,1
101253,P     ,rs    ,78,76,0,211,34,0.739130435,0.739130435,4,3.258096538,1,1
72786,I     ,I     ,86,76,0,34,24,0.01189886,0.01189886,0,2.197224577,1,1
9824,I     ,I     ,90,76,0,58,35,0.833333333,0.795454545,3,3.17805383,0,1
189788,I     ,I     ,86,76,0,34,23,0.793103448,0.793103448,0,2.197224577,1,1
51683,I     ,I     ,81,75,0,8,7,0.7,0.7,0,0.693147181,1,1
8467,I     ,I     ,85,75,0,62,25,0.714285714,0.714285714,4,3.63758616,1,1
72854,I     ,I     ,82,75,0,341,23,0.958333333,0.92,0,2.079441542,1,1
140891,I     ,I     ,78,75,0,1054,30,1,1,0,0.693147181,1,1
63125,I     ,I     ,76,75,0,42,11,0.916666667,0.916666667,0,2.397895273,1,1
73129,I     ,I     ,81,75,0,29,19,0.009419931,0.009419931,0,2.197224577,1,1
108111,I     ,rs    ,82,75,0,35,23,0.958333333,0.92,0,2.302585093,1,1
58512,I     ,I     ,89,74,0,14,7,0.466666667,0.4375,0,0,1,1
10130,I     ,I     ,79,74,0,23,17,0.515151515,0.5,0,1.791759469,0,1
186070,I     ,I     ,80,74,0,8,7,0.7,0.7,0,0.693147181,1,1
189707,P     ,I     ,95,74,0,47,21,0.84,0.807692308,4,3.091042453,1,1
75824,I     ,I     ,90,74,0,15,8,0.003968254,0.003966287,0,0,1,1
144284,I     ,I     ,84,74,0,63,20,0.606060606,0.606060606,1,3.784189634,1,1
7381,I     ,I     ,81,73,0,62,31,0.015376984,0.01536936,0,1.791759469,1,1
53455,I     ,I     ,83,73,0,49,25,0.012394646,0.012394646,3,3.258096538,1,1
138523,I     ,S     ,75,73,0,79,35,0.945945946,0.945945946,4,3.33220451,1,1
138980,P     ,rs    ,80,73,0,39,35,0.945945946,0.945945946,2,2.302585093,1,1
108127,I     ,rs    ,79,73,0,1004,41,0.891304348,0.891304348,0,2.944438979,1,1
75715,I     ,I     ,81,73,0,19,12,0.00594943,0.00594943,0,3.258096538,1,1
28220,I     ,I     ,78,73,0,248,31,0.756097561,0.756097561,0,3.526360525,1,0
72798,I     ,I     ,76,72,0,31,22,0.6875,0.6875,0,1.945910149,1,1
93825,I     ,rs    ,76,72,0,83,30,1,1,0,2.397895273,1,1
189832,I     ,I     ,85,72,0,45,34,0.871794872,0.871794872,0,2.197224577,1,1
73007,I     ,I     ,85,71,0,29,19,0.009419931,0.009419931,0,1.791759469,1,1
76049,I     ,I     ,72,70,0,45,11,0.916666667,0.916666667,0,2.397895273,1,1
74910,P     ,I     ,75,69,0,40,35,0.945945946,0.945945946,2,2.302585093,1,1
120195,I     ,rs    ,82,69,0,63,36,0.9,0.9,2,3.218875825,1,1
138598,I     ,rs    ,75,69,0,1168,42,0.020823004,0.020823004,0,3.36729583,1,1
189731,I     ,I     ,78,69,0,25,18,0.75,0.75,1,2.63905733,1,1
189738,I     ,I     ,80,69,0,54,35,0.777777778,0.777777778,2,2.995732274,1,1
72873,I     ,I     ,81,68,0,631,37,0.018344075,0.018344075,2,3.218875825,1,1
108121,I     ,rs    ,75,68,0,62,37,0.804347826,0.804347826,3,1.791759469,0,1
93668,I     ,rs    ,77,68,0,30,21,0.954545455,0.954545455,0,1.386294361,1,1
553308,I     ,I     ,81,68,0,7,6,0.00297619,0.002974715,0,0,0,1
6022,I     ,I     ,70,68,0,93,26,0.896551724,0.896551724,1,1.791759469,1,1
72590,I     ,I     ,87,67,0,39,16,0.007936508,0.007932573,1,2.708050201,1,1
109622,I     ,rs    ,69,67,0,46,26,0.896551724,0.896551724,1,2.397895273,1,1
121961,I     ,rs    ,77,67,0,112,36,0.01784829,0.01784829,2,2.708050201,1,1
132455,A     ,I     ,78,67,1,54,36,0.8,0.8,1,2.833213344,1,1
84600,A     ,I     ,69,67,1,10,8,0.421052632,0.421052632,2,2.197224577,0,1
189990,I     ,I     ,72,67,0,8,6,0.181818182,0.176470588,0,2.397895273,1,0
63782,I     ,I     ,72,67,0,8,6,0.181818182,0.176470588,0,2.397895273,1,0
16207,I     ,I     ,74,67,0,37,20,0.952380952,0.952380952,0,2.564949357,0,0
92948,I     ,S     ,73,66,0,16,10,0.714285714,0.714285714,0,3.135494216,1,1
189754,I     ,I     ,73,66,0,25,21,0.583333333,0.583333333,0,0,1,1
564203,I     ,I     ,72,66,0,26,22,0.010907288,0.010907288,0,0,1,1
53383,I     ,I     ,82,66,0,26,16,0.8,0.761904762,0,1.098612289,0,1
118403,I     ,I     ,76,66,0,30,23,0.958333333,0.958333333,1,2.079441542,1,1
189893,I     ,I     ,75,66,0,21,18,0.75,0.72,2,2.564949357,0,1
90353,P     ,rs    ,76,66,0,1349,36,0.9,0.9,1,2.995732274,1,1
136268,A     ,rs    ,68,66,2,91,34,0.739130435,0.739130435,4,3.401197382,1,1
5254,I     ,I     ,71,65,0,48,17,0.944444444,0.894736842,0,0,1,1
189657,I     ,I     ,81,65,0,121,37,0.902439024,0.902439024,1,3.218875825,1,1
585245,I     ,I     ,74,65,0,11,9,1,1,0,1.386294361,1,1
13847,I     ,I     ,79,65,0,520,19,0.009419931,0.009419931,0,3.970291914,1,1
138175,I     ,rs    ,76,65,0,109,28,0.965517241,0.965517241,0,3.761200116,0,1
72745,I     ,I     ,75,65,0,31,24,0.01189886,0.01189886,1,2.197224577,1,1
58827,I     ,I     ,67,64,0,36,10,0.434782609,0.434782609,0,2.197224577,1,1
185681,P     ,I     ,72,64,0,1659,46,0.022806148,0.022806148,1,4.276666119,1,1
138698,I     ,rs    ,70,64,0,36,13,0.684210526,0.684210526,0,2.079441542,0,1
71149,I     ,I     ,74,64,0,22,15,0.007436787,0.007436787,1,2.48490665,1,1
78363,I     ,I     ,70,64,0,53,17,0.944444444,0.894736842,0,0,1,1
96445,A     ,I     ,75,64,1,1532,36,0.01784829,0.01784829,2,2.833213344,1,1
137818,I     ,rs    ,66,64,0,30,8,0.470588235,0.470588235,0,0,0,1
87309,A     ,I     ,70,63,1,38,33,0.942857143,0.942857143,2,0,1,1
634016,I     ,I     ,69,63,0,6,5,0.833333333,0.714285714,0,0,1,1
87013,A     ,I     ,67,63,1,30,20,0.64516129,0.588235294,0,0,1,1
99764,P     ,S     ,70,63,0,79,27,0.75,0.75,3,3.295836866,1,1
74913,I     ,I     ,71,63,0,37,33,0.942857143,0.942857143,2,0,1,1
91897,I     ,S     ,69,62,0,15,10,0.714285714,0.714285714,0,4.025351691,1,1
101513,A     ,I     ,67,62,1,10,7,0.411764706,0.411764706,0,2.708050201,1,1
137748,A     ,I     ,62,61,1,27,26,0.928571429,0.896551724,2,0.693147181,1,1
90707,I     ,rs    ,76,61,0,64,28,0.903225806,0.903225806,0,2.890371758,1,1
94233,A     ,I     ,64,61,1,29,18,0.514285714,0.514285714,0,3.36729583,0,1
72788,I     ,I     ,70,61,0,96,17,1,1,0,2.48490665,0,1
94981,A     ,S     ,62,60,1,38,35,0.945945946,0.945945946,0,2.079441542,0,1
5975,I     ,I     ,71,60,0,52,28,0.903225806,0.903225806,0,3.218875825,1,1
17852,I     ,I     ,72,60,0,46,20,0.952380952,0.952380952,1,2.079441542,1,1
89392,A     ,I     ,74,60,1,28,23,0.605263158,0.58974359,2,1.791759469,0,1
620387,A     ,I     ,66,60,2,6,5,0.833333333,0.714285714,0,0,1,1
87016,A     ,I     ,65,60,1,31,20,0.64516129,0.588235294,0,0,1,1
78258,I     ,I     ,72,60,0,47,21,0.010411502,0.010411502,1,2.079441542,1,1
64652,I     ,I     ,63,59,0,5,3,1,1,0,1.098612289,1,1
86267,A     ,I     ,65,59,1,25,24,0.888888889,0.888888889,0,0,1,1
77977,I     ,I     ,74,59,0,39,22,0.010912698,0.010907288,0,1.386294361,0,1
139514,I     ,S     ,65,59,0,48,24,0.888888889,0.888888889,0,2.397895273,1,1
641408,I     ,I     ,62,59,0,7,4,1,1,0,1.791759469,0,1
92866,P     ,S     ,63,59,0,67,32,0.941176471,0.941176471,2,2.564949357,0,1
570270,I     ,S     ,65,59,0,24,9,0.9,0.9,0,4.941642423,1,1
9149,I     ,I     ,75,59,0,135,39,0.951219512,0.951219512,1,3.295836866,1,1
87256,A     ,I     ,70,59,1,39,30,0.697674419,0.697674419,3,1.791759469,0,1
101587,I     ,S     ,63,59,0,55,15,0.9375,0.9375,0,4.762173935,0,1
137944,P     ,S     ,62,59,0,17,15,0.75,0.75,1,2.397895273,1,1
71264,I     ,I     ,67,58,0,81,27,0.013386217,0.013386217,2,3.891820298,1,1
91168,I     ,S     ,64,58,0,227,24,0.888888889,0.888888889,0,1.609437912,1,1
72742,I     ,I     ,71,58,0,51,35,0.017352504,0.017352504,0,2.197224577,1,1
122339,A     ,I     ,62,58,1,4,4,0.222222222,0.19047619,0,0,1,1
134374,A     ,I     ,69,58,1,11,11,0.5,0.5,0,0,1,1
86900,A     ,I     ,69,58,1,46,29,0.014384921,0.014377789,2,1.098612289,1,1
189802,I     ,I     ,68,58,0,77,27,0.013386217,0.013386217,2,3.912023005,1,1
14743,A     ,I     ,61,58,1,34,10,0.434782609,0.434782609,0,2.197224577,1,1
580889,P     ,I     ,60,58,0,29,14,0.006941001,0.006941001,2,3.433987204,1,1
570301,I     ,I     ,64,58,0,161,9,0.9,0.9,0,4.787491743,1,1
134330,I     ,rs    ,71,57,0,81,18,0.947368421,0.947368421,0,4.304065093,1,1
72736,I     ,I     ,72,57,0,65,29,0.014377789,0.014377789,0,2.833213344,1,1
84154,A     ,I     ,70,57,1,57,24,0.01189886,0.01189886,2,2.995732274,1,1
588733,I     ,I     ,59,56,0,6,4,0.8,0.8,0,1.098612289,1,1
87696,A     ,I     ,75,56,1,36,20,0.526315789,0.5,0,0,0,1
646732,P     ,S     ,62,56,0,16,7,1,1,0,2.63905733,1,1
84800,A     ,I     ,69,56,1,68,29,0.674418605,0.674418605,1,3.295836866,1,1
613689,I     ,I     ,62,56,0,8,8,1,1,0,0,1,1
83514,A     ,I     ,67,55,1,42,28,0.848484848,0.823529412,2,1.098612289,1,1
96545,P     ,S     ,65,55,0,113,34,0.85,0.85,1,3.663561646,1,1
80610,I     ,I     ,60,54,0,25,14,0.006941001,0.006941001,0,0,1,1
88134,A     ,I     ,66,54,1,29,26,1,1,0,0,1,1
87419,A     ,I     ,66,54,1,29,26,0.012890431,0.012890431,0,0,1,1
690249,P     ,I     ,55,53,0,1,1,1,0.333333333,2,1.098612289,1,1
91508,A     ,I     ,56,53,3,27,12,0.631578947,0.631578947,2,3.433987204,1,1
89720,A     ,I     ,66,52,1,22,20,0.64516129,0.606060606,0,3.36729583,1,1
93899,I     ,S     ,59,52,0,27,13,0.928571429,0.866666667,0,1.945910149,0,1
567711,I     ,I     ,64,51,0,7,7,0.875,0.7,0,3.091042453,1,1
90339,I     ,I     ,55,50,0,21,12,0.52173913,0.5,0,1.609437912,1,1
101522,A     ,rs    ,65,50,2,117,28,0.933333333,0.933333333,0,1.098612289,0,1
104940,A     ,I     ,61,49,2,11,11,0.5,0.5,0,0,1,1
85780,A     ,I     ,65,49,1,37,23,0.766666667,0.696969697,2,2.890371758,0,1
83789,A     ,I     ,62,48,1,26,17,0.515151515,0.515151515,0,0,1,1
84977,A     ,I     ,62,48,1,20,16,0.5,0.484848485,0,0,1,1
87386,A     ,I     ,62,48,1,42,35,1,1,1,0,1,1
83379,I     ,I     ,54,48,0,26,14,0.006941001,0.006941001,0,0,1,1
580640,I     ,I     ,57,47,0,24,10,1,1,0,2.772588722,1,1
78952,I     ,I     ,60,46,0,43,36,0.01784829,0.01784829,1,0,1,1
127776,A     ,I     ,59,45,1,59,30,0.014873575,0.014873575,0,1.945910149,1,1
124929,A     ,S     ,49,45,2,133,22,0.956521739,0.956521739,0,4.276666119,0,1
132698,A     ,I     ,59,45,1,51,29,0.878787879,0.878787879,0,2.079441542,1,1
129650,A     ,I     ,51,44,1,34,17,0.772727273,0.739130435,2,0.693147181,1,1
95485,A     ,I     ,51,44,3,34,17,0.772727273,0.739130435,2,0.693147181,1,1
650189,A     ,I     ,44,42,1,7,4,1,1,0,1.098612289,0,1
112366,A     ,I     ,52,38,1,26,13,0.722222222,0.722222222,0,1.609437912,1,1
126910,A     ,I     ,39,38,1,29,14,1,1,2,3.465735903,1,1
551822,A     ,S     ,38,37,2,12,5,0.714285714,0.714285714,0,3.496507561,0,1
118785,A     ,I     ,44,37,1,13,12,0.6,0.571428571,2,0,1,0
118316,A     ,I     ,37,36,2,29,13,0.928571429,0.928571429,2,2.564949357,1,1
72765,I     ,I     ,49,35,0,27,13,0.722222222,0.722222222,0,1.609437912,1,1
121353,A     ,I     ,34,33,2,21,11,0.916666667,0.846153846,0,3.80666249,1,1
137391,A     ,I     ,45,33,1,3,3,0.75,0.6,0,0,0,1
127132,A     ,I     ,36,33,1,20,9,1,1,1,3.295836866,1,1
585012,A     ,I     ,33,33,2,10,8,0.8,0.8,0,2.833213344,0,1
565479,A     ,I     ,36,32,1,18,7,1,1,0,4.189654742,1,1
102243,A     ,I     ,36,32,2,23,13,1,1,1,4.007333185,1,1
598895,A     ,S     ,33,29,1,26,8,1,1,1,4.110873864,0,1
640612,A     ,I     ,28,26,1,2,2,0.666666667,0.333333333,0,0,0,1
105640,A     ,I     ,39,25,3,17,10,0.555555556,0.555555556,0,0,0,1
97065,A     ,S     ,42,24,1,11,9,0.473684211,0.473684211,0,2.079441542,0,1
79334,P     ,I     ,0,0,0,28,26,0.928571429,0.896551724,2,0.693147181,1,1
110044,A     ,I     ,0,0,1,17,10,0.909090909,0.909090909,3,2.890371758,1,1
727325,I     ,I     ,0,0,0,1,1,1,1,0,1.098612289,1,1
83636,A     ,I     ,80,0,1,49,27,1,1,0,0,0,1
84243,A     ,I     ,0,0,1,29,25,0.925925926,0.892857143,0,0,1,1
115320,A     ,I     ,0,0,1,16,10,0.909090909,0.909090909,3,2.890371758,1,1
78943,I     ,I     ,0,0,0,30,25,0.925925926,0.892857143,0,0,1,1
120547,A     ,I     ,0,0,1,15,14,0.466666667,0.4375,0,0,0,1
7000000001,I     ,I     ,0,0,0,267,24,0.01189886,0.01189886,0,0,0,1
53,I     ,I     ,65,0,0,32,13,0.371428571,0.371428571,0,2.833213344,1,0
67,I     ,I     ,53,0,0,7,6,0.375,0.352941176,0,0,1,0
279,I     ,I     ,0,0,0,89,21,0.65625,0.617647059,0,0,1,0
576,I     ,I     ,0,0,0,8,6,0.1875,0.176470588,2,0,0,0
599,I     ,I     ,0,0,0,6,6,0.2,0.181818182,0,0.693147181,1,0
1089,I     ,I     ,0,0,0,65,23,0.696969697,0.696969697,0,1.609437912,1,0
1103,I     ,I     ,0,0,0,6,6,0.428571429,0.428571429,0,0,1,0
1280,P     ,I     ,0,0,0,26,25,0.694444444,0.694444444,1,0,0,0
1678,I     ,I     ,70,0,0,23,17,0.548387097,0.548387097,0,3.044522438,1,0
1774,I     ,I     ,0,0,0,4,4,0.333333333,0.333333333,0,1.386294361,1,0
2021,I     ,I     ,215,0,0,20,20,0.769230769,0.689655172,0,1.386294361,1,0
3598,P     ,I     ,0,0,0,2,2,0.666666667,0.333333333,1,0,1,0
3942,P     ,I     ,60,0,0,4,4,0.235294118,0.235294118,1,0,0,0
4829,I     ,I     ,0,0,0,27,24,0.857142857,0.827586207,0,1.386294361,1,0
4887,I     ,I     ,0,0,0,8,7,0.28,0.28,0,0.693147181,1,0
4932,I     ,I     ,85,0,0,16,14,0.736842105,0.736842105,0,1.609437912,1,0
5141,I     ,I     ,215,0,0,13,12,0.571428571,0.571428571,0,0,1,0
5193,I     ,I     ,0,0,0,12,11,0.916666667,0.846153846,0,0,0,0
5868,I     ,I     ,0,0,0,60,30,0.857142857,0.857142857,0,0,1,0
5971,I     ,I     ,0,0,0,5,5,0.217391304,0.208333333,0,0,1,0
6636,I     ,I     ,0,0,0,13,8,0.266666667,0.266666667,0,0,1,0
6902,I     ,I     ,0,0,0,5,5,0.166666667,0.166666667,1,0,1,0
7278,I     ,I     ,0,0,0,2,2,0.066666667,0.066666667,0,0,1,0
7861,I     ,I     ,0,0,0,2,2,1,1,0,0,1,0
8623,I     ,I     ,0,0,0,2,2,0.166666667,0.153846154,3,0,0,0
8708,I     ,I     ,0,0,0,2,2,1,1,0,1.609437912,1,0
9148,I     ,I     ,0,0,0,23,20,0.666666667,0.666666667,0,1.386294361,1,0
9174,I     ,I     ,0,0,0,25,25,0.925925926,0.925925926,0,0,0,0
9336,I     ,I     ,0,0,0,2,2,0.666666667,0.5,0,0.693147181,1,0
9494,I     ,I     ,0,0,0,14,12,0.545454545,0.52173913,0,0,1,0
9515,I     ,I     ,0,0,0,23,19,0.730769231,0.703703704,0,0,0,0
9617,I     ,I     ,0,0,0,8,8,0.296296296,0.296296296,0,1.098612289,1,0
9627,A     ,S     ,59,0,1,7,4,0.666666667,0.571428571,3,0.693147181,1,0
9705,I     ,I     ,0,0,0,4,4,0.001985112,0.001983143,0,0,1,0
10051,P     ,I     ,0,0,0,1,1,1,0.333333333,1,0,1,0
10637,I     ,I     ,0,0,0,1,1,1,0.5,0,0,1,0
10694,I     ,I     ,63,0,0,2,2,0.086956522,0.083333333,2,0,1,0
13135,I     ,I     ,0,0,0,6,5,0.625,0.454545455,2,0,1,0
13392,I     ,I     ,0,0,0,2,2,0.086956522,0.076923077,0,0,1,0
15318,I     ,I     ,0,0,0,10,8,0.533333333,0.444444444,0,0,1,0
15692,I     ,I     ,75,0,0,1,1,1,0.5,0,0,1,0
16497,P     ,I     ,0,0,0,2,2,1,0.4,1,0,1,0
16943,I     ,I     ,0,0,0,3,1,1,0.5,0,0,1,0
16993,I     ,I     ,0,0,0,4,4,1,1,0,0,1,0
17125,I     ,I     ,66,0,0,14,12,0.545454545,0.545454545,0,1.945910149,1,0
18056,I     ,I     ,0,0,0,5,5,0.277777778,0.263157895,3,1.386294361,1,0
18517,I     ,I     ,69,0,0,1,1,1,0.5,0,0,0,0
19184,I     ,I     ,0,0,0,17,15,0.882352941,0.789473684,0,0,1,0
19203,P     ,S     ,61,0,0,1,1,1,0.5,1,0,1,0
19333,I     ,I     ,61,0,0,1,1,1,0.25,0,0,1,0
19400,P     ,I     ,0,0,0,2,2,0.095238095,0.086956522,1,1.386294361,1,0
20652,I     ,I     ,61,0,0,6,3,1,1,0,2.197224577,0,0
21424,I     ,I     ,0,0,0,1,1,1,0.25,0,0,1,0
22066,P     ,I     ,56,0,0,18,16,0.842105263,0.8,2,3.36729583,1,0
22974,P     ,I     ,0,0,0,1,1,1,0.25,1,0,0,0
23041,I     ,I     ,0,0,0,6,6,0.25,0.24,0,0,1,0
24278,I     ,I     ,0,0,0,1,1,1,0.25,0,0,1,0
24453,I     ,I     ,0,0,0,19,14,0.636363636,0.608695652,0,1.386294361,0,0
26016,I     ,I     ,50,0,0,9,9,0.818181818,0.692307692,1,0,1,0
27629,P     ,I     ,0,0,0,18,17,0.894736842,0.894736842,1,0,1,0
28133,P     ,I     ,0,0,0,30,19,0.826086957,0.730769231,3,0,1,0
28706,P     ,I     ,0,0,0,1,1,1,0.333333333,2,0,1,0
28979,I     ,I     ,48,0,0,13,11,0.785714286,0.6875,0,0,1,0
29079,P     ,I     ,0,0,0,1,1,1,1,1,0,1,0
29131,P     ,I     ,0,0,0,652,21,0.913043478,0.913043478,3,1.791759469,1,0
29148,I     ,I     ,0,0,0,6,6,0.5,0.461538462,0,0,1,0
30605,I     ,I     ,0,0,0,9,8,0.363636364,0.347826087,0,0,1,0
30944,I     ,I     ,0,0,0,1,1,1,1,0,0,1,0
31105,P     ,I     ,0,0,0,1,1,1,1,1,0,1,0
31158,I     ,I     ,0,0,0,2,2,0.285714286,0.25,0,0,1,0
31427,I     ,I     ,59,0,0,6,3,0.1875,0.157894737,0,2.63905733,1,0
31950,P     ,I     ,0,0,0,4,4,0.4,0.307692308,2,0,1,0
33514,P     ,I     ,0,0,0,3,3,0.5,0.375,2,0,1,0
33721,I     ,I     ,0,0,0,15,15,0.9375,0.833333333,0,0,1,0
34202,I     ,I     ,0,0,0,1,1,1,0.5,0,0,0,0
34402,I     ,I     ,51,0,0,20,10,1,1,0,2.397895273,1,0
34515,I     ,I     ,0,0,0,3,3,0.272727273,0.230769231,0,0,1,0
35890,I     ,I     ,0,0,0,1,1,1,0.333333333,0,0,1,0
36013,I     ,I     ,0,0,0,5,3,0.272727273,0.230769231,0,0,1,0
37076,I     ,I     ,81,0,0,63,31,0.885714286,0.885714286,0,2.944438979,1,0
37391,P     ,I     ,0,0,0,2,1,1,0.5,1,0,1,0
37969,I     ,I     ,0,0,0,2,2,0.2,0.153846154,0,0,1,0
39111,I     ,I     ,0,0,0,1,1,1,0.5,0,0,1,0
40019,I     ,I     ,87,0,0,1,1,1,0.5,0,0,0,0
40305,I     ,I     ,63,0,0,13,11,0.733333333,0.611111111,0,3.295836866,1,0
41926,I     ,I     ,0,0,0,8,8,0.666666667,0.615384615,0,0,1,0
43644,I     ,I     ,0,0,0,1,1,1,0.5,0,0,1,0
44392,P     ,I     ,0,0,0,3,3,1,0.6,1,0,0,0
46650,I     ,I     ,0,0,0,1,1,1,0.25,0,0,0,0
46981,I     ,I     ,0,0,0,1,1,1,0.5,0,0,0,0
48577,I     ,I     ,0,0,0,7,7,0.35,0.35,0,0,1,0
51720,I     ,I     ,0,0,0,1,1,1,0.5,0,0,0,0
51728,I     ,I     ,0,0,0,1,1,1,0.25,0,0,1,0
51834,I     ,I     ,0,0,0,51,30,0.9375,0.909090909,0,0,1,0
51903,I     ,I     ,0,0,0,3,3,0.230769231,0.1875,0,0,1,0
53664,I     ,I     ,47,0,0,12,12,0.52173913,0.5,2,0,1,0
53679,P     ,I     ,0,0,0,2,2,0.142857143,0.117647059,1,0,0,0
54976,I     ,I     ,0,0,0,17,17,0.62962963,0.62962963,0,0,1,0
54984,I     ,I     ,0,0,0,27,23,0.657142857,0.657142857,4,0.693147181,1,0
57833,I     ,I     ,0,0,0,1,1,1,1,0,0,1,0
58504,P     ,I     ,61,0,0,18,10,0.526315789,0.5,2,0,1,0
58932,P     ,I     ,0,0,0,1,1,1,0.5,1,0,1,0
59636,P     ,I     ,0,0,0,5,5,0.625,0.625,1,0.693147181,1,0
60550,I     ,I     ,53,0,0,6,6,0.3,0.285714286,0,0,1,0
61444,I     ,I     ,0,0,0,1,1,1,0.25,0,0,1,0
61630,I     ,I     ,0,0,0,3,2,0.285714286,0.25,0,0,1,0
63087,I     ,I     ,0,0,0,8,4,0.285714286,0.25,0,0,1,0
63466,P     ,I     ,0,0,0,88,17,0.894736842,0.85,1,1.098612289,1,0
63549,P     ,S     ,61,0,0,34,14,0.875,0.875,2,0,1,0
63662,I     ,I     ,75,0,0,16,12,1,0.923076923,0,0,0,0
64170,I     ,I     ,64,0,0,5,5,1,0.833333333,0,1.609437912,1,0
64190,I     ,I     ,0,0,0,1,1,1,0.25,0,0,0,0
65425,I     ,I     ,0,0,0,5,5,1,0.625,0,0,1,0
65450,I     ,I     ,0,0,0,15,15,0.9375,0.833333333,0,0,1,0
65829,I     ,I     ,0,0,0,10,7,0.875,0.875,0,2.564949357,1,0
70119,I     ,I     ,0,0,0,6,6,0.315789474,0.315789474,2,0,1,0
70148,I     ,I     ,85,0,0,13,9,0.6,0.6,2,1.609437912,0,0
71281,I     ,I     ,47,0,0,22,14,1,0.933333333,1,3.135494216,1,0
72670,I     ,I     ,0,0,0,51,33,0.891891892,0.891891892,0,1.945910149,1,0
72782,I     ,I     ,64,0,0,10,9,0.5625,0.529411765,0,1.609437912,1,0
72830,I     ,I     ,65,0,0,39,32,0.8,0.8,0,0,1,0
72850,I     ,I     ,0,0,0,14,14,0.608695652,0.608695652,1,0,1,0
72863,I     ,I     ,93,0,0,65,32,0.820512821,0.820512821,0,2.397895273,0,0
72882,I     ,I     ,67,0,0,39,21,0.807692308,0.807692308,1,2.48490665,1,0
72883,I     ,I     ,74,0,0,28,19,0.59375,0.575757576,3,3.091042453,1,0
72901,I     ,I     ,0,0,0,18,6,0.75,0.75,0,3.258096538,1,0
72904,I     ,I     ,0,0,0,2,2,0.125,0.117647059,0,0,1,0
72914,P     ,I     ,0,0,0,866,21,1,1,3,2.564949357,1,0
72974,I     ,I     ,0,0,0,4,4,0.285714286,0.235294118,0,0.693147181,1,0
73032,I     ,I     ,0,0,0,11,10,0.769230769,0.714285714,0,0,1,0
74076,I     ,I     ,0,0,0,585,17,0.894736842,0.894736842,2,0.693147181,1,0
74129,I     ,I     ,0,0,0,1,1,1,1,0,0,0,0
74215,I     ,I     ,0,0,0,4,4,1,1,0,0,1,0
74461,I     ,I     ,0,0,0,12,11,0.523809524,0.5,0,0,1,0
74733,I     ,I     ,0,0,0,319,23,0.766666667,0.766666667,0,0,1,0
74737,I     ,I     ,0,0,0,8,8,0.380952381,0.363636364,0,0,1,0
74813,I     ,I     ,0,0,0,76,40,0.816326531,0.816326531,2,0,1,0
75095,I     ,I     ,0,0,0,11,7,1,0.875,2,0,1,0
75779,I     ,I     ,0,0,0,16,16,0.888888889,0.888888889,0,0.693147181,1,0
75787,I     ,I     ,0,0,0,8,8,0.32,0.296296296,2,0,1,0
75829,I     ,I     ,0,0,0,1,1,1,0.5,0,0,1,0
