"coreid","gift_count","fys","first_fy","last_fy","act_yrs","unrestricted_count","unrestricted_percent","honmem_count","honmem_percent","event_count","vol_count","group_count","grad_yr","cons_giv_yrs","degree","major","dept","birth_year","birth_month","birth_day","post_direction","pre_direction","street_number","street_type","sub_addr","addr_flag1","addr_flag2","addr_flag3","addr_code1","addr_code2","addr_code3","addr_code4","addr_code5","median_income","annual_two","target"
647269,1,1,2014,2014,1,0,0,0,0,6,2,6,2014,0,4,69,1,1992,3,19,3,1,1661,1,1,1,2,3,19,1,18,2,618,34774,50,1
647272,1,1,2014,2014,1,1,1,0,0,0,0,3,2013,0,3,81,1,1991,7,16,5,1,356,1,1,1,1,1,0,3,0,3,-1,40808,5,0
647273,1,1,2014,2014,1,0,0,0,0,0,0,4,2014,0,3,102,1,1992,1,20,1,1,7650,4,1,1,1,1,0,3,0,3,-1,62591,3,0
647274,1,1,2014,2014,1,0,0,0,0,2,0,3,2015,0,27,82,3,1992,5,22,2,1,4434,3,1,1,1,1,0,3,0,3,-1,56890,75,0
647305,1,1,2014,2014,1,1,1,0,0,5,3,14,2013,0,3,10,1,1991,6,21,3,1,460,1,1,2,1,1,0,5,0,4,-1,32110,50,0
647333,2,2,2013,2014,2,1,0.5,0,0,0,0,14,2013,2,4,69,1,1992,6,6,4,1,1501,2,1,1,1,1,0,3,0,3,-1,42181,20,0
647339,3,3,2012,2014,3,2,0.666667,0,0,1,0,7,2012,3,4,4,1,1990,5,14,1,1,1400,1,2,1,1,1,47,1,0,3,-1,42786,50,1
647378,1,1,2014,2014,1,0,0,0,0,1,0,3,2014,0,4,55,1,1992,6,6,5,1,243,1,2,2,1,1,23,1,226,2,12,40808,5,0
647380,1,1,2014,2014,1,0,0,0,0,0,0,2,2014,0,3,118,5,1992,5,27,1,2,980,6,1,1,1,1,0,3,0,3,-1,0,10,0
647390,1,1,2014,2014,1,0,0,0,0,0,0,4,2014,0,2,35,2,1992,7,8,1,1,11315,2,1,1,1,1,43,2,267,2,157,74321,50,0
647399,1,1,2013,2013,1,1,1,0,0,0,0,3,2012,2,3,20,1,1986,5,17,1,1,1502,4,1,1,1,1,0,3,0,3,-1,88853,15,0
647500,1,1,2014,2014,1,0,0,0,0,2,0,5,2014,0,2,65,2,1992,3,5,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,5,0
647518,1,1,2014,2014,1,0,0,0,0,1,0,7,2014,0,2,88,2,1992,3,4,1,1,2646,2,2,2,1,1,0,3,0,3,-1,52937,75,0
647524,1,1,2014,2014,1,0,0,0,0,0,0,3,2013,0,4,10,1,1991,8,7,1,3,15400,6,1,1,2,3,14,2,194,2,9,39930,60,0
647527,1,1,2014,2014,1,0,0,0,0,0,0,3,2014,0,4,69,1,1991,12,2,1,1,411,3,1,1,1,1,1,1,106,1,113,46145,3,0
647529,1,1,2014,2014,1,0,0,0,0,0,0,4,2014,0,3,10,1,1991,12,24,1,1,8172,3,1,1,1,1,0,3,0,3,-1,48831,10,0
647568,1,1,2014,2014,1,0,0,0,0,2,0,4,2014,0,3,49,1,1990,11,20,1,1,2810,1,2,1,1,1,7,1,40,2,760,75448,75,0
647586,3,2,2012,2014,3,1,0.333333,0,0,0,0,1,2012,0,4,117,18,1989,4,29,1,1,7751,4,1,1,2,2,4,2,321,2,518,57859,25,0
648007,1,1,2014,2014,1,1,1,0,0,1,0,4,2013,0,4,15,1,1991,3,19,1,1,7140,6,1,1,1,1,0,3,0,3,-1,85060,25,0
648017,1,1,2014,2014,1,0,0,0,0,0,0,4,2014,0,4,16,1,1992,2,9,1,1,2615,19,1,1,1,1,0,3,0,3,-1,50704,75,0
649040,5,4,2011,2014,4,4,0.8,0,0,1,0,14,2011,4,3,116,1,1984,9,23,4,1,717,3,1,1,2,2,57,1,288,2,170,32110,20,0
649086,3,3,2011,2014,4,2,0.666667,0,0,1,0,1,2011,0,4,39,1,1989,5,14,1,1,4966,5,1,1,1,1,43,1,156,2,664,81652,200,1
649093,2,1,2011,2011,1,0,0,0,0,1,0,4,2011,0,4,16,1,1968,2,23,1,1,5718,3,1,1,1,1,0,3,0,3,-1,43326,100,0
649254,2,2,2011,2014,4,1,0.5,0,0,0,0,0,2011,0,4,75,5,1983,6,27,2,1,6831,4,1,1,2,2,9,2,296,1,316,49067,50,0
649266,4,3,2012,2014,3,1,0.25,1,0.25,22,1,0,2011,3,7,28,2,1985,3,23,3,1,7825,4,1,1,1,1,6,2,51,1,257,118761,500,1
649271,3,3,2011,2014,4,0,0,0,0,7,0,0,2012,2,1,1,1,1985,5,3,1,1,5121,4,1,1,2,3,1,2,74,1,217,62591,50,0
649358,2,2,2013,2014,2,0,0,2,1,11,0,1,2012,2,11,46,11,1989,8,25,2,1,546,3,1,2,1,1,0,3,0,3,-1,32110,500,1
649359,2,2,2013,2014,2,2,1,0,0,2,0,0,2013,2,8,85,10,1967,9,5,1,1,121,14,2,1,1,1,28,1,130,2,332,70304,364.7,1
649362,2,2,2011,2013,3,1,0.5,0,0,0,0,0,2011,2,3,48,5,1989,2,12,4,1,4151,1,1,1,1,1,41,1,9,2,519,42181,10,0
649390,2,2,2011,2013,3,0,0,0,0,0,0,2,2011,2,4,7,5,1989,11,14,1,1,7,1,1,1,2,2,35,2,408,2,77,57622,5,0
649416,5,4,2011,2014,4,2,0.4,0,0,5,0,10,2012,4,4,93,1,1989,4,4,1,1,10436,4,1,1,2,3,2,2,35,2,360,83661,10,1
649804,8,3,2012,2014,3,0,0,0,0,2,3,1,2011,6,16,49,1,1960,4,21,1,1,6080,3,1,1,1,1,3,2,259,1,806,43889,300,0
650012,6,3,2011,2014,4,2,0.333333,0,0,4,0,5,2015,2,2,35,2,1993,5,27,5,1,620,3,1,1,1,1,22,1,324,1,207,40808,60,1
650076,13,9,2006,2014,9,2,0.153846,0,0,0,0,1,2011,9,4,109,18,1983,8,20,4,1,2670,4,1,1,1,3,55,2,243,2,707,58814,30,1
650184,1,1,2014,2014,1,1,1,0,0,0,0,0,2011,0,4,103,18,1984,9,12,1,1,11397,1,1,1,1,1,2,2,342,1,975,43889,50,0
650189,3,2,2013,2014,2,1,0.333333,0,0,3,0,0,2011,2,23,2,2,1971,11,6,1,1,10810,4,1,1,1,1,0,3,0,3,-1,62591,5000,1
650211,1,1,2014,2014,1,1,1,0,0,0,0,0,2011,0,7,28,2,1971,6,21,3,1,1448,2,1,1,1,1,3,2,133,1,485,67412,100,0
650264,3,3,2012,2014,3,2,0.666667,0,0,1,5,1,2011,3,2,65,2,1989,10,3,1,1,27530,3,1,2,1,1,0,3,0,3,-1,73843,10,0
650328,1,1,2013,2013,1,1,1,0,0,0,0,0,2011,2,2,40,2,1984,8,17,1,1,7517,6,1,1,2,2,3,2,68,1,176,49375,25,0
650353,1,1,2014,2014,1,1,1,0,0,0,0,3,2011,0,4,16,1,1989,3,25,1,1,1885,4,1,1,2,2,7,1,126,1,850,45969,25,0
650363,2,2,2013,2014,2,0,0,0,0,0,0,2,2011,2,4,13,1,1988,11,1,1,1,1105,19,2,1,1,1,2,1,24,2,55,75559,25,0
650504,1,1,2014,2014,1,0,0,0,0,0,0,0,2011,0,2,40,2,1989,9,9,1,1,21550,10,2,1,1,1,40,1,140,2,101,100957,50,1
650697,1,1,2014,2014,1,1,1,0,0,0,0,0,2011,0,3,30,1,1972,8,29,1,3,1663,6,1,1,2,2,2,2,145,2,634,46429,15,0
659309,1,1,2014,2014,1,0,0,0,0,1,0,0,2012,0,4,110,1,1989,1,13,1,4,505,3,2,1,1,1,0,3,0,3,-1,47522,25,1
659319,3,2,2013,2014,2,1,0.333333,1,0.333333,4,1,8,2012,2,11,46,11,1989,12,8,1,1,31037,3,1,1,2,3,9,1,2,2,376,52425,150,1
659345,2,2,2012,2014,3,1,0.5,0,0,1,0,3,2012,0,3,3,1,1990,2,20,1,1,4279,6,1,1,2,3,9,2,42,2,797,106563,20,1
659406,3,2,2012,2014,3,2,0.666667,0,0,1,0,5,2015,3,27,82,3,1992,10,25,1,1,1005,2,1,1,2,3,6,1,168,2,59,126999,50,0
659518,1,1,2014,2014,1,0,0,0,0,2,0,5,2015,0,27,82,3,1993,1,5,1,1,5496,4,1,1,1,1,1,2,131,2,968,62591,75,0
659564,1,1,2013,2013,1,0,0,0,0,1,0,6,2015,0,27,82,3,1993,7,7,1,1,305,3,1,1,1,1,11,2,218,1,54,65964,75,0
663499,1,1,2014,2014,1,0,0,0,0,1,0,4,2014,0,16,49,1,1990,6,14,1,1,2051,1,1,1,1,1,3,1,496,2,512,42926,5,0
667184,1,1,2014,2014,1,0,0,0,0,1,0,4,2015,0,27,82,3,1993,12,19,7,1,84,3,2,1,1,1,0,3,0,3,-1,44913,150,1
667287,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,4,117,18,1989,10,13,2,1,5101,1,1,1,2,3,8,2,178,1,15,74626,10,0
667329,1,1,2014,2014,1,0,0,0,0,0,0,1,2014,0,13,62,5,1964,6,29,4,1,2443,4,1,1,1,1,0,3,0,3,-1,44291,3,0
667739,1,1,2014,2014,1,0,0,0,0,0,0,1,2011,0,4,17,1,1980,11,18,1,1,46,3,1,2,1,1,14,1,131,2,467,31880,50,1
667813,1,1,2014,2014,1,1,1,0,0,0,0,3,2011,0,2,40,2,1985,5,10,4,1,1654,4,2,1,1,1,0,3,0,3,-1,44291,20,1
667841,1,1,2013,2013,1,1,1,0,0,0,0,0,2011,2,2,2,2,1950,1,31,1,1,7323,1,1,1,2,2,6,2,333,2,236,57859,25,0
667903,1,1,2013,2013,1,1,1,0,0,0,0,0,2011,2,11,46,11,1988,3,27,2,1,7575,6,1,1,2,3,9,2,202,2,753,74626,25,1
668058,1,1,2014,2014,1,1,1,0,0,0,0,0,2011,0,4,8,17,1986,10,17,1,2,1450,3,2,1,1,1,18,1,69,2,245,53972,50,0
668507,1,1,2014,2014,1,0,0,0,0,4,0,5,2014,0,4,13,1,1992,3,10,1,1,716,4,1,1,1,1,0,3,0,3,-1,76512,5,1
669284,2,1,2014,2014,1,2,1,0,0,0,0,1,2011,0,2,65,2,1988,10,3,4,1,4445,2,2,1,1,3,14,1,62,2,65,58814,10,0
669330,2,2,2012,2014,3,1,0.5,0,0,0,1,4,2011,2,3,29,1,1989,1,4,3,1,1800,4,1,1,2,3,39,1,205,2,8,67412,25,0
669368,2,1,2014,2014,1,2,1,0,0,0,0,2,2011,0,4,100,1,1989,11,19,1,1,8623,6,1,1,1,1,7,1,100,1,235,51405,30,0
669463,1,1,2014,2014,1,0,0,0,0,0,0,0,2011,0,4,75,5,1987,9,14,3,1,1451,1,1,1,2,3,42,1,53,2,511,65260,50,1
669532,1,1,2014,2014,1,1,1,0,0,0,0,0,2012,0,4,53,15,1989,11,25,2,1,5101,1,1,1,2,3,8,2,178,1,15,74626,10,0
669536,4,1,2013,2013,1,3,0.75,0,0,0,0,0,2012,2,3,30,1,1990,4,24,4,1,4468,4,1,1,2,3,64,1,5,1,685,44291,50,1
669661,2,2,2012,2014,3,1,0.5,0,0,0,0,0,2011,0,4,15,1,1988,12,10,3,1,7057,4,1,1,2,3,12,2,269,2,576,80434,10,0
669662,1,1,2013,2013,1,1,1,0,0,0,0,0,2011,2,2,2,2,1989,6,30,5,1,2257,1,1,1,2,3,60,1,82,1,571,58125,25,0
669684,1,1,2014,2014,1,0,0,0,0,2,0,3,2013,0,4,30,1,1989,3,31,1,1,23211,1,1,1,1,1,0,3,0,3,-1,56594,5,0
669774,2,1,2014,2014,1,2,1,0,0,0,0,7,2011,0,4,63,1,1988,10,25,1,1,7108,9,1,1,1,1,14,1,285,2,81,52054,20,0
669850,1,1,2014,2014,1,0,0,1,1,0,0,3,2012,0,4,55,1,1989,6,14,4,1,3020,14,2,2,1,1,0,3,0,3,-1,44291,20,0
669973,2,2,2012,2013,2,1,0.5,0,0,0,0,2,2011,3,4,93,1,1989,11,10,1,1,6477,1,1,1,2,3,9,2,98,2,770,47522,25,0
670041,1,1,2014,2014,1,1,1,0,0,4,6,1,2013,0,3,80,1,1990,10,4,5,1,1848,2,2,1,2,3,18,1,126,2,363,40808,25,1
670096,2,2,2013,2014,2,2,1,0,0,0,0,1,2012,2,4,79,15,1990,4,17,1,1,11821,4,1,1,2,3,7,2,311,2,218,65663,25,1
670133,1,1,2012,2012,1,0,0,0,0,0,0,0,2011,0,4,16,1,1988,7,29,1,1,277,3,1,1,2,3,1,2,95,2,775,37880,25,0
670136,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,3,72,1,1989,12,26,1,1,5526,3,2,1,1,1,3,2,327,2,743,43889,20,0
670153,4,3,2012,2014,3,3,0.75,0,0,0,0,1,2012,3,4,20,1,1988,3,25,1,1,300,1,2,1,1,1,73,1,361,2,111,51830,10,1
670181,2,2,2012,2014,3,1,0.5,0,0,0,0,1,2012,0,4,105,1,1987,8,17,2,1,8241,4,1,1,2,3,19,2,167,1,410,74626,25,0
670305,5,3,2012,2014,3,4,0.8,0,0,0,0,0,2012,3,4,16,1,1988,8,5,2,1,3965,4,1,1,1,1,97,2,148,1,655,56890,50,0
670322,2,2,2012,2013,2,0,0,0,0,7,1,0,2012,0,2,35,2,1988,2,1,1,1,1108,1,1,1,1,1,0,3,0,3,-1,38387,85,1
670370,1,1,2014,2014,1,1,1,0,0,0,0,3,2012,0,4,19,1,1988,10,2,1,1,7545,5,1,1,1,1,0,3,0,3,-1,57859,20,0
670668,5,3,2012,2014,3,1,0.2,0,0,1,0,8,2013,3,3,7,5,1991,2,6,1,1,8510,3,1,1,1,1,40,1,153,2,105,76430,150,1
670966,1,1,2013,2013,1,0,0,0,0,1,0,0,2012,0,2,71,2,1988,11,13,2,1,6391,6,1,1,2,3,2,2,283,2,910,118761,85,0
670970,2,1,2014,2014,1,1,0.5,0,0,29,12,1,2013,0,14,67,2,1989,11,22,2,1,2240,4,1,1,1,1,79,1,102,2,403,44710,50,1
671377,6,3,2012,2014,3,0,0,0,0,1,0,3,2012,3,4,39,1,1990,1,18,1,1,47285,4,1,1,1,1,21,2,244,2,856,83313,20,1
671729,2,2,2012,2013,2,1,0.5,0,0,0,0,1,2011,3,3,81,1,1984,10,10,5,1,1028,4,1,1,1,1,0,3,0,3,-1,58125,10,0
671960,3,2,2013,2014,2,3,1,0,0,1,2,0,2011,2,4,22,1,1982,1,6,1,1,289,3,1,1,2,3,1,1,289,1,896,56798,15,1
672220,1,1,2014,2014,1,1,1,0,0,0,0,0,2011,0,5,7,5,1985,7,4,1,1,6547,14,1,1,1,1,11,2,87,2,476,107301,20,0
672510,2,2,2012,2014,3,0,0,0,0,0,0,0,2014,0,12,60,15,1988,11,28,1,1,4315,1,1,1,1,1,7,2,224,2,150,64517,5,0
672561,3,2,2012,2013,2,2,0.666667,0,0,0,0,3,2012,3,4,69,1,1989,6,11,9,1,1325,33,2,1,1,1,14,1,39,2,54,54383,30,1
672720,1,1,2014,2014,1,1,1,0,0,3,0,1,2012,0,4,13,1,1991,1,7,1,1,3338,1,1,1,1,1,22,1,54,2,381,58074,1,0
672742,2,2,2012,2014,3,1,0.5,0,0,1,0,6,2012,0,3,3,1,1988,12,9,1,1,5857,6,1,1,2,3,1,2,251,2,579,40617,5,0
672759,4,3,2012,2014,3,3,0.75,0,0,0,0,0,2012,3,4,117,18,1990,7,29,1,5,1601,3,2,1,1,1,42,1,238,2,738,51947,50,0
672794,3,2,2013,2014,2,3,1,0,0,0,0,2,2012,2,3,39,1,1990,8,27,2,1,531,5,1,1,1,1,0,3,0,3,-1,32110,50,0
672812,3,2,2012,2014,3,2,0.666667,0,0,0,0,1,2012,0,2,35,2,1989,6,15,1,1,7108,9,1,1,1,1,14,1,285,2,81,52054,100,0
672828,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,3,4,1,1989,5,3,1,1,12280,2,1,1,2,3,1,2,48,2,803,62807,20,1
672839,1,1,2012,2012,1,0,0,0,0,0,0,1,2012,0,4,48,5,1990,3,3,3,1,1342,5,2,1,1,1,17,1,0,3,-1,48616,25,0
672919,1,1,2014,2014,1,1,1,0,0,0,0,0,2013,0,3,49,1,1989,12,3,1,1,606,3,1,1,1,1,1,1,58,2,61,30829,20,0
672953,2,2,2013,2014,2,1,0.5,0,0,0,0,3,2012,2,4,75,5,1990,8,7,1,1,15776,4,1,1,2,3,2,2,413,2,760,57262,5,0
672974,1,1,2014,2014,1,0,0,0,0,1,0,6,2012,0,4,110,1,1990,4,29,1,1,7713,4,1,1,2,3,10,2,340,2,131,73793,100,0
673019,1,1,2014,2014,1,0,0,0,0,0,0,3,2012,0,4,75,5,1990,8,18,1,1,3701,18,2,1,1,1,0,3,0,3,-1,76216,200,0
673084,2,2,2012,2014,3,0,0,0,0,1,0,3,2013,0,3,30,1,1989,11,18,2,1,510,1,2,1,2,3,19,1,8,2,604,32110,100,1
673095,1,1,2014,2014,1,1,1,0,0,9,8,2,2012,0,2,65,2,1990,5,21,5,1,940,1,4,1,1,1,22,1,236,2,774,32110,40,1
673111,1,1,2013,2013,1,0,0,0,0,0,0,2,2012,2,2,2,2,1990,1,21,1,1,-1,7,1,1,2,5,81,1,51,2,996,51830,15,0
673134,5,3,2012,2014,3,3,0.6,0,0,0,0,1,2012,3,3,119,1,1990,1,17,1,1,80,6,1,1,1,1,81,1,29,2,809,66263,30,1
673138,2,2,2012,2013,2,1,0.5,0,0,0,0,2,2012,3,4,48,5,1990,4,15,1,5,3246,4,1,1,2,3,4,2,340,2,462,39930,25,0
673160,1,1,2014,2014,1,1,1,0,0,0,0,2,2012,0,2,2,2,1989,11,13,1,1,6135,3,1,1,2,3,85,1,66,2,358,98046,20,0
673171,1,1,2013,2013,1,0,0,0,0,0,0,6,2013,2,3,29,1,1990,9,2,1,1,1158,3,1,1,1,1,25,1,130,1,586,42520,5,0
673231,2,2,2013,2014,2,1,0.5,0,0,0,0,3,2012,2,3,75,5,1990,9,10,1,1,3933,3,1,1,2,3,1,2,55,2,330,61465,50,0
673267,2,1,2014,2014,1,2,1,0,0,0,0,1,2012,0,4,10,1,1989,1,10,1,2,2016,7,2,1,2,3,2,1,293,2,87,41693,30,0
673328,1,1,2014,2014,1,1,1,0,0,0,0,2,2012,0,2,35,2,1990,5,22,1,1,1724,7,1,1,2,3,12,2,101,2,245,44745,20,0
673355,3,3,2012,2014,3,2,0.666667,0,0,0,0,0,2012,3,19,27,1,1990,4,14,1,1,1234,1,1,1,2,3,14,1,4,1,341,45823,25,0
673356,1,1,2012,2012,1,0,0,0,0,0,1,0,2012,0,3,63,1,1989,8,25,1,1,11700,6,1,1,2,3,10,2,306,2,7,39500,25,0
673565,1,1,2014,2014,1,0,0,0,0,0,0,1,2015,0,27,82,3,1991,8,1,1,1,8347,4,1,1,1,1,0,3,0,3,-1,57859,2,0
673610,2,2,2013,2014,2,1,0.5,0,0,0,0,0,2013,2,11,57,11,1956,2,7,1,1,-1,11,3,1,2,4,6,2,342,2,171,48013,20,0
674267,1,1,2014,2014,1,0,0,0,0,2,0,7,2014,0,4,15,1,1990,11,21,1,1,1622,14,1,1,1,1,22,2,222,2,229,51104,10,1
675077,1,1,2012,2012,1,0,0,0,0,0,0,2,2013,0,8,85,10,1983,12,8,1,1,713,3,1,1,1,1,29,1,389,1,130,37580,100,0
675150,2,1,2012,2012,1,0,0,0,0,1,0,2,2014,3,4,16,1,1992,9,27,1,1,6992,4,1,1,1,1,2,2,447,2,927,46356,120,1
675154,2,2,2012,2014,3,1,0.5,0,0,0,0,0,2012,0,3,81,1,1988,5,16,1,1,11250,1,1,1,2,3,5,2,179,2,504,53249,25,0
675177,1,1,2012,2012,1,1,1,0,0,4,0,2,2015,0,2,35,2,1993,4,29,1,1,1812,4,1,1,1,1,0,3,0,3,-1,44526,60,1
675354,2,2,2012,2014,3,1,0.5,0,0,0,0,0,2012,0,3,116,1,1989,10,27,1,1,120004,7,1,1,1,1,1,4,1,2,46,0,20,1
675359,1,1,2012,2012,1,0,0,0,0,0,0,0,2012,0,4,23,1,1990,6,29,1,1,1203,1,1,1,1,1,0,3,0,3,-1,53249,50,0
675404,2,2,2012,2014,3,0,0,0,0,0,0,1,2012,0,2,2,2,1989,7,13,1,1,8924,1,1,1,2,3,3,2,222,2,244,70507,30,0
675405,1,1,2012,2012,1,0,0,0,0,0,0,1,2012,0,4,116,1,1989,12,30,1,1,1825,6,1,1,1,1,3,1,176,2,253,98750,50,0
675429,2,2,2012,2013,2,1,0.5,0,0,0,0,0,2012,3,2,2,2,1990,5,6,1,1,5440,1,2,1,2,3,26,1,50,2,3,18597,50,0
675458,1,1,2012,2012,1,0,0,0,0,0,0,2,2012,0,4,13,1,1987,4,2,1,1,9692,2,1,2,1,1,0,3,0,3,-1,64084,50,0
675493,1,1,2014,2014,1,1,1,0,0,1,0,7,2013,0,11,46,11,1991,7,9,3,5,1303,1,1,1,1,1,0,3,0,3,-1,65260,25,0
675504,1,1,2014,2014,1,0,0,0,0,0,0,2,2013,0,4,15,1,1991,4,16,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,5,0
675805,2,2,2012,2014,3,0,0,0,0,0,0,2,2012,0,2,2,2,1989,7,13,1,1,8924,1,1,1,2,3,3,2,222,2,244,70507,30,0
676643,1,1,2014,2014,1,1,1,0,0,0,0,0,2012,0,5,7,5,1966,9,20,1,1,2557,3,1,1,2,3,6,2,220,1,578,57859,50,0
676768,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,4,8,17,1954,10,10,1,1,2110,3,1,1,2,3,3,2,232,2,102,39286,200,1
676847,1,1,2014,2014,1,1,1,0,0,0,0,0,2012,0,4,16,1,1989,5,9,1,1,3389,4,1,1,2,3,12,2,67,2,892,83661,5,1
677041,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,3,3,1,1990,11,24,2,1,4955,4,1,1,2,3,3,2,263,1,552,76550,10,0
677102,1,1,2014,2014,1,0,0,0,0,1,0,1,2012,0,4,103,18,1990,10,29,3,1,165,3,1,1,2,3,99,1,125,1,652,39210,2,0
677249,1,1,2011,2011,1,0,0,0,0,0,0,0,2011,0,1,96,1,1987,6,17,1,1,43636,22,4,1,1,1,21,2,241,2,772,122115,25,0
677312,1,1,2014,2014,1,0,0,0,0,5,0,1,2012,0,5,7,5,1987,1,9,5,1,616,3,2,1,1,1,23,1,191,1,24,40808,12,1
677329,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,4,48,5,1989,6,1,1,1,30941,1,1,1,1,1,0,3,0,3,-1,54921,20,1
677350,1,1,2014,2014,1,1,1,0,0,0,0,1,2012,0,8,85,10,1987,5,13,1,1,10324,1,2,1,1,1,0,3,0,3,-1,50336,25,0
677422,1,1,2014,2014,1,1,1,0,0,0,0,0,2002,0,4,7,12,1977,11,5,2,1,2447,1,1,1,1,1,87,1,26,1,473,44710,50,1
677477,2,2,2013,2014,2,1,0.5,0,0,0,0,5,2013,2,2,65,2,1991,11,7,1,1,2012,1,2,1,1,1,1,1,248,2,121,45969,25,0
677479,1,1,2014,2014,1,1,1,0,0,1,0,2,2013,0,3,118,5,1991,5,25,1,4,267,3,1,1,1,1,49,1,59,2,678,47522,50,1
685354,1,1,2014,2014,1,0,0,0,0,0,0,2,2014,0,4,110,1,1991,7,2,5,1,524,4,2,1,1,1,95,1,175,2,115,45773,10,0
687448,1,1,2014,2014,1,0,0,0,0,0,0,0,2015,0,4,8,17,1993,4,21,1,1,334,7,1,1,1,1,0,3,0,3,-1,48913,10,0
687593,1,1,2014,2014,1,0,0,0,0,2,0,5,2015,0,4,79,15,1988,5,7,1,3,10498,4,9,1,1,1,7,2,95,2,676,43889,75,0
687600,1,1,2014,2014,1,1,1,0,0,0,0,6,2013,0,2,65,2,1991,12,5,1,1,18607,6,1,1,1,1,0,3,0,3,-1,52030,25,0
687603,1,1,2014,2014,1,0,0,0,0,0,0,1,2014,0,3,8,17,1992,5,6,3,1,2491,3,1,1,1,1,0,3,0,3,-1,80434,10,0
691227,1,1,2014,2014,1,0,0,0,0,2,0,5,2014,0,2,2,2,1990,12,26,1,4,298,5,1,1,1,1,0,3,0,3,-1,49877,10,0
691322,1,1,2014,2014,1,1,1,0,0,1,0,0,2012,0,2,35,2,1963,3,6,3,1,6000,3,1,1,2,3,45,1,54,2,4,67412,100,0
691503,1,1,2014,2014,1,1,1,0,0,0,1,2,2012,0,2,2,2,1991,2,27,1,1,-1,11,3,2,1,1,0,3,0,3,-1,0,5,0
691657,1,1,2014,2014,1,1,1,0,0,0,0,0,2012,0,10,62,5,1984,4,24,1,1,2005,3,1,1,2,3,11,1,154,2,55,38118,20,0
691692,1,1,2014,2014,1,1,1,0,0,0,0,0,2012,0,24,60,15,1961,10,22,1,1,111,2,1,1,2,3,2,2,14,2,111,62197,50,1
691719,1,1,2014,2014,1,0,0,0,0,5,2,1,2012,0,4,4,1,1990,9,11,1,1,57,4,1,1,1,1,0,3,0,3,-1,63552,300,1
692113,1,1,2014,2014,1,0,0,0,0,4,0,5,2014,0,13,62,5,1991,4,8,1,3,10121,6,1,1,1,1,2,2,190,2,210,32955,5,0
692381,2,2,2013,2014,2,0,0,0,0,0,0,1,2014,2,3,48,5,1992,5,18,1,1,30800,4,1,1,2,3,27,1,47,2,7,40140,5,0
692641,2,2,2013,2014,2,2,1,0,0,0,0,0,2012,2,1,96,1,1987,5,25,2,1,1542,3,2,1,2,3,33,1,22,2,130,32110,50,0
693220,1,1,2013,2013,1,0,0,0,0,0,0,6,2012,2,4,72,1,1990,7,20,1,1,9392,1,1,1,2,3,35,2,370,2,926,65230,25,0
693337,1,1,2014,2014,1,0,0,0,0,0,0,2,2014,0,4,113,1,1989,11,26,1,1,4841,5,1,1,1,1,0,3,0,3,-1,70507,2.96,0
693358,1,1,2014,2014,1,0,0,0,0,0,0,3,2014,0,4,30,1,1989,8,17,2,1,12087,26,1,1,1,1,0,3,0,3,-1,62744,5,0
693411,2,2,2013,2014,2,1,0.5,0,0,0,0,4,2012,2,4,17,1,1989,12,19,3,1,4003,4,2,1,1,1,58,1,142,2,528,46191,100,0
693468,2,2,2013,2014,2,1,0.5,0,0,0,0,1,2013,2,4,23,1,1989,1,17,1,1,610,3,1,1,1,1,27,1,0,1,103,32931,50,1
693511,1,1,2014,2014,1,0,0,0,0,2,0,2,2014,0,4,105,1,1989,9,17,3,1,4355,3,1,1,1,1,54,1,173,1,551,67412,2,0
693623,2,1,2014,2014,1,0,0,0,0,0,0,1,2013,0,11,46,11,1990,7,28,5,1,2440,1,1,1,1,1,0,3,0,3,-1,58125,110,0
693666,2,2,2013,2014,2,1,0.5,0,0,0,0,1,2013,2,4,21,1,1990,11,4,2,2,135,4,1,1,1,1,0,3,0,3,-1,44710,25,1
693673,2,2,2013,2014,2,0,0,0,0,0,0,1,2013,2,4,97,1,1990,2,26,1,1,402,6,1,1,1,1,0,3,0,3,-1,53665,750,0
693711,1,1,2014,2014,1,0,0,0,0,1,0,3,2014,0,4,113,1,1990,6,25,2,1,8945,7,1,1,1,1,0,3,0,3,-1,38445,10,0
693791,1,1,2014,2014,1,1,1,0,0,0,0,2,2013,0,4,69,1,1989,8,17,3,1,4892,1,1,1,1,1,0,3,0,3,-1,39210,50,0
693804,1,1,2014,2014,1,1,1,0,0,0,0,2,2012,0,4,103,18,1990,3,28,1,1,19787,4,1,1,2,3,26,2,278,2,879,83313,20,0
693821,2,2,2013,2014,2,1,0.5,0,0,0,0,5,2013,2,4,76,18,1990,1,8,1,1,39515,4,1,1,1,1,0,3,0,3,-1,75438,10,0
693927,1,1,2014,2014,1,0,0,0,0,1,0,2,2014,0,2,40,2,1990,10,4,1,1,3425,4,1,1,1,1,0,3,0,3,-1,52267,10,0
