"coreid","gift_count","fys","first_fy","last_fy","act_yrs","unrestricted_count","unrestricted_percent","honmem_count","honmem_percent","event_count","vol_count","group_count","grad_yr","cons_giv_yrs","degree","major","dept","birth_year","birth_month","birth_day","post_direction","pre_direction","street_number","street_type","sub_addr","addr_flag1","addr_flag2","addr_flag3","addr_code1","addr_code2","addr_code3","addr_code4","addr_code5","median_income","annual_two","target"
97148,13,12,1995,2014,20,9,0.692308,0,0,0,0,1,1985,9,4,46,8,1963,10,10,1,1,3460,10,1,1,1,1,50,1,29,1,607,50105,50,0
97159,9,8,2005,2014,10,7,0.777778,0,0,0,0,0,1986,5,2,65,2,1964,2,22,1,1,330,2,1,1,1,1,20,1,46,1,303,103401,150,1
97176,2,1,2014,2014,1,2,1,0,0,0,0,0,2001,0,4,13,4,1978,3,16,1,1,25905,3,1,1,2,2,3,1,74,2,54,40289,15,0
97200,14,14,1992,2014,23,6,0.428571,0,0,0,1,5,1987,9,4,4,12,1965,11,17,1,1,9001,4,1,1,2,2,5,2,213,2,13,93308,500,1
97328,19,8,2004,2014,11,8,0.421053,0,0,14,1,0,2002,8,4,22,4,1980,4,21,2,4,4671,4,1,1,1,1,6,2,87,2,711,49067,812.5,1
97343,10,9,1993,2014,22,1,0.1,0,0,0,0,2,1988,3,4,39,6,1966,8,1,1,5,1223,5,1,1,1,1,51,1,10,1,234,45415,100,1
97372,3,3,2004,2013,10,0,0,0,0,1,0,0,2002,3,3,73,6,1975,12,7,1,1,18001,3,1,1,2,2,11,1,100,2,18,40289,50,0
97444,9,6,2005,2014,10,8,0.888889,0,0,0,0,0,2001,2,11,46,11,1977,4,11,1,1,3348,5,1,2,1,1,2,2,291,1,484,60795,40,1
97449,5,4,2008,2014,7,1,0.2,0,0,14,4,0,2003,3,5,7,12,1976,2,27,5,1,310,1,1,1,1,1,85,1,10,2,104,40808,500,1
97456,7,7,2004,2014,11,4,0.571429,0,0,5,0,1,2000,4,3,39,6,1978,9,15,1,1,2202,4,2,1,2,3,47,1,28,2,799,51179,50,1
97457,11,9,2002,2014,13,7,0.636364,0,0,0,0,3,1997,6,4,13,4,1973,8,28,3,1,10108,2,1,1,1,1,1,2,20,1,80,80434,150,1
97459,4,4,2011,2014,4,0,0,1,0.25,20,1,0,1989,4,4,16,12,1967,2,20,1,4,12038,5,1,1,1,1,0,5,0,3,-1,49612,25,0
97471,8,6,2006,2014,9,8,1,0,0,0,0,0,2003,0,2,28,2,1979,3,1,1,1,22,6,1,1,1,1,6,2,0,1,220,47599,50,1
97529,8,7,-1,2014,2015,0,0,0,0,1,0,3,1998,0,2,65,2,1976,7,6,1,1,6243,5,1,1,1,1,89,1,76,2,435,51436,100,0
97544,1,1,2014,2014,1,1,1,0,0,0,0,1,2003,0,4,18,4,1981,6,28,1,1,9230,4,1,1,1,1,3,1,91,2,300,54990,25,1
97559,8,8,2007,2014,8,3,0.375,0,0,3,2,1,2003,8,4,8,6,1980,4,15,5,1,1028,1,1,2,1,1,0,3,0,3,-1,40808,25,1
97605,8,8,1993,2013,21,6,0.75,0,0,0,0,0,1991,7,3,3,6,1967,4,24,1,1,479,3,1,1,1,3,15,1,156,2,797,51104,20,0
97609,8,8,2000,2014,15,6,0.75,0,0,2,0,3,1990,5,11,46,11,1967,12,24,2,1,1819,4,1,1,1,1,40,1,138,1,190,32110,250,0
97610,9,8,2007,2014,8,9,1,0,0,0,0,1,2005,8,3,72,1,1983,1,31,1,5,7931,1,1,1,1,1,2,2,309,2,310,61212,150,1
97665,6,5,2001,2014,14,0,0,0,0,15,1,1,1999,2,2,40,2,1977,3,21,1,1,6271,4,1,2,1,1,0,3,0,3,-1,69620,350.02,1
97709,12,10,2001,2014,14,11,0.916667,0,0,0,0,2,1998,0,4,22,4,1976,3,23,1,1,36861,2,1,1,1,1,90,1,214,1,613,60923,50,1
97742,3,2,2010,2014,5,0,0,0,0,0,0,1,1996,0,4,13,4,1974,4,5,1,1,12034,5,1,1,2,2,33,2,408,2,342,65230,150,0
97838,9,8,2006,2015,10,0,0,0,0,0,0,1,2002,6,12,60,4,1978,9,28,1,1,10855,1,1,1,1,1,501,2,215,2,554,69034,250,1
97866,9,4,2010,2014,5,4,0.444444,0,0,0,0,4,2002,0,4,69,4,1980,5,19,1,1,615,18,1,1,2,2,4,1,254,1,152,62077,200,1
97894,8,7,2005,2014,10,0,0,0,0,2,0,0,2005,6,4,69,1,1982,4,28,3,1,722,1,1,1,1,1,51,1,277,1,229,32110,250,0
97933,6,6,2008,2014,7,6,1,0,0,0,0,0,1999,5,4,30,6,1976,3,11,1,1,89039,7,1,1,2,2,1,2,394,2,395,49130,40,1
98016,8,8,2006,2014,9,8,1,0,0,0,0,0,1971,4,4,11,8,-1,-1,-1,1,5,9089,6,1,1,2,2,1,2,139,2,896,29667,25,1
98078,14,12,1984,2014,31,5,0.357143,5,0.357143,1,0,0,1977,7,4,19,8,-1,-1,-1,4,1,1254,3,1,1,2,2,12,1,167,2,549,40808,100,1
98120,7,7,1985,2014,30,4,0.571429,0,0,0,0,0,1980,0,4,36,8,1959,4,13,1,1,8345,8,1,1,2,2,3,2,499,2,450,63517,50,0
98129,11,9,2006,2014,9,11,1,0,0,0,0,1,1992,9,4,41,12,1952,4,14,1,1,2919,4,1,1,1,1,7,2,144,1,197,45969,300,1
98136,21,19,1982,2014,33,9,0.428571,0,0,1,0,0,1980,2,3,9,8,-1,-1,-1,1,1,4362,4,1,1,2,2,2,1,134,2,626,71038,150,1
98151,22,13,1997,2014,18,7,0.318182,1,0.0454545,7,0,0,1979,0,2,28,8,-1,-1,-1,1,1,3412,2,1,1,1,1,11,2,269,2,129,70507,300,0
98160,13,11,1993,2014,22,3,0.230769,0,0,48,0,0,1978,8,2,28,8,-1,-1,-1,4,1,7950,4,1,1,2,3,10,2,225,1,500,64696,1500,1
98169,10,10,1999,2014,16,9,0.9,0,0,0,0,0,1978,9,2,2,8,-1,-1,-1,2,1,5795,4,1,1,1,1,9,2,131,2,958,49067,100,1
98178,17,15,1994,2014,21,10,0.588235,0,0,0,0,2,1987,10,2,40,2,1953,10,22,1,1,11802,3,1,1,2,2,35,2,220,2,20,65230,500,0
98188,12,10,2000,2014,15,6,0.5,0,0,8,0,0,1993,9,8,64,10,1966,4,11,1,1,8708,2,1,1,2,2,3,2,352,1,80,64517,200,0
98189,20,14,1992,2014,23,1,0.05,0,0,0,0,0,1990,7,11,57,11,1955,3,22,1,2,3299,6,1,1,2,2,56,6,362,2,992,42922,300,1
98219,44,29,1984,2014,31,4,0.0909091,0,0,23,0,0,1978,9,4,31,8,1954,7,21,2,1,2021,10,1,1,1,1,27,1,17,2,217,56890,300,1
98220,18,11,1989,2011,23,0,0,0,0,1,0,0,1980,2,4,10,8,1955,11,23,5,1,4175,4,1,1,2,2,73,1,170,2,751,58125,200,0
98268,13,11,2003,2014,12,12,0.923077,0,0,0,0,0,1978,12,2,40,8,-1,-1,-1,2,1,9165,1,1,1,1,1,20,2,246,1,652,74626,200,1
98283,10,10,2004,2014,11,10,1,0,0,0,0,0,1991,2,4,22,4,1969,4,13,1,1,13717,4,1,1,2,2,3,2,62,1,177,65370,100,1
98325,1,1,2014,2014,1,1,1,0,0,0,0,0,2001,0,7,28,2,1971,4,18,1,1,10770,6,1,1,2,2,1,2,109,1,702,49232,25,0
98332,20,19,1989,2014,26,8,0.4,0,0,0,0,1,1981,2,16,49,8,-1,-1,-1,1,1,1715,2,1,1,1,1,38,1,288,2,159,92559,25,0
98337,45,20,1981,2014,34,2,0.0444444,1,0.0222222,19,1,0,1978,16,2,28,8,-1,-1,-1,2,1,2900,4,1,1,1,1,11,2,138,2,5,74626,1470,1
98363,5,4,2010,2014,5,0,0,0,0,3,0,0,1988,5,8,36,10,1957,8,24,1,1,6434,4,1,1,2,3,12,2,185,1,346,47522,2500,0
98367,3,3,2004,2013,10,3,1,0,0,0,0,0,1993,2,4,48,12,1966,6,24,3,1,1035,1,1,1,2,2,89,1,193,2,352,67412,25,1
98376,11,10,2000,2014,15,2,0.181818,0,0,0,0,0,1998,0,15,46,11,1957,6,4,1,2,560,1,1,1,1,1,7,2,254,1,605,52311,50,1
98384,10,9,1990,2014,25,5,0.5,0,0,0,0,0,1982,0,2,40,2,1960,2,29,1,1,9955,4,1,1,1,1,15,2,120,2,551,99597,50,1
98387,10,10,1990,2014,25,2,0.2,0,0,0,0,3,1985,0,3,24,6,1963,3,6,1,5,607,1,1,1,2,2,4,1,375,1,73,40412,100,1
98400,1,1,2014,2014,1,0,0,0,0,0,0,0,1990,0,4,10,4,1967,10,15,1,1,805,4,1,1,1,1,82,1,96,1,51,66263,50,1
98453,10,10,2004,2014,11,10,1,0,0,0,0,0,1981,2,4,13,8,1958,5,23,1,1,410,7,1,1,1,1,4,4,3,2,105,38705,50,0
98458,41,23,1982,2010,29,6,0.146341,1,0.0243902,32,0,0,1980,3,3,39,14,1958,4,6,1,1,-1,11,3,2,1,1,0,3,0,3,-1,39038,5700,1
98488,3,3,2000,2003,4,1,0.333333,0,0,0,0,0,1994,0,11,57,11,1961,12,30,1,1,7234,4,1,1,2,2,2,2,254,2,346,43889,50,0
98499,7,7,1991,2014,24,3,0.428571,0,0,0,0,1,1985,5,4,48,12,1963,11,12,1,1,307,4,1,1,1,1,17,2,337,2,76,70671,50,0
98502,5,4,2009,2014,6,5,1,0,0,0,0,0,1996,0,5,7,12,1965,4,22,2,1,2229,4,1,1,2,2,90,1,68,1,298,44710,70,1
98521,2,2,2012,2014,3,2,1,0,0,0,0,0,1997,0,11,46,11,1960,11,8,4,1,321,3,1,1,2,2,53,2,263,2,215,58814,20,0
98543,13,13,1999,2014,16,10,0.769231,0,0,0,0,0,1984,11,4,77,8,-1,-1,-1,1,1,3140,3,1,1,2,3,2,2,278,2,401,61465,30,1
98565,36,29,1983,2014,32,2,0.0555556,0,0,0,0,2,1982,7,2,2,2,1960,5,12,2,1,4246,1,1,1,1,1,85,1,113,2,466,56890,430,1
98585,7,6,2003,2014,12,3,0.428571,0,0,1,0,0,1992,0,4,20,6,1969,8,7,2,1,2194,4,1,1,2,2,97,2,222,1,949,56890,125,1
98629,25,17,1991,2014,24,6,0.24,0,0,21,1,0,1985,8,4,19,12,1963,1,19,4,1,4702,1,1,1,2,2,6,2,249,1,22,42181,500,1
98634,25,16,1994,2014,21,0,0,0,0,5,1,1,1984,0,4,48,12,1963,4,21,5,1,1430,1,1,1,1,1,75,1,18,2,308,40808,1000,0
98675,11,9,2006,2014,9,11,1,0,0,0,0,5,1993,9,4,69,4,1971,8,13,1,1,2919,4,1,1,2,2,7,2,144,1,197,45969,300,1
98701,1,1,2014,2014,1,1,1,0,0,0,0,0,1992,0,3,32,12,1962,5,16,1,1,178,7,1,1,1,1,3,4,1,2,786,74022,25,0
98719,8,8,1997,2014,18,6,0.75,0,0,2,0,1,1994,6,2,35,2,1972,10,9,4,1,1845,4,1,1,2,2,6,2,108,2,454,64696,1000,1
98774,5,5,1996,2014,19,1,0.2,1,0.2,0,0,1,1991,2,3,16,12,1968,12,28,5,1,-1,4,1,1,1,1,25,1,96,2,952,58125,40,1
98795,5,5,2006,2014,9,2,0.4,0,0,2,0,0,2000,0,4,76,4,1978,10,12,1,1,14860,8,1,1,2,3,11,2,253,1,603,53249,25,0
98856,10,9,1998,2014,17,5,0.5,0,0,3,0,0,1990,5,14,67,2,1965,1,26,2,1,6530,8,1,1,2,2,11,2,226,2,303,118761,150,1
98874,2,2,2005,2014,10,2,1,0,0,0,0,0,2002,0,4,78,4,1980,8,1,1,1,31424,6,1,1,1,3,9,1,157,2,242,112183,25,0
98936,10,10,1997,2014,18,6,0.6,0,0,0,0,0,1995,0,4,53,4,1972,1,19,4,1,3578,2,1,1,2,2,61,1,34,1,781,58125,25,0
98954,1,1,2014,2014,1,1,1,0,0,0,0,2,2000,0,3,3,6,1978,5,26,1,1,90023,4,1,1,1,1,1,2,297,2,235,41192,25,0
98979,19,7,2006,2014,9,0,0,1,0.0526316,9,0,0,2003,6,4,73,6,1981,7,28,1,1,11003,2,1,1,1,1,3,2,368,1,33,43889,786.47,1
99196,11,8,2003,2014,12,9,0.818182,0,0,0,0,0,1991,2,2,40,2,1969,10,29,1,1,6793,6,1,1,1,1,3,2,275,2,934,70507,200,1
99293,9,7,2007,2014,8,0,0,0,0,0,0,0,1996,2,4,16,12,1973,10,7,1,1,173,7,1,1,1,1,3,4,1,2,731,43889,300,0
99333,9,7,2008,2014,7,8,0.888889,0,0,4,0,0,2001,7,4,69,4,1979,5,7,3,1,7909,8,1,1,1,1,33,2,133,1,95,75616,2500,1
99458,6,5,2001,2014,14,2,0.333333,0,0,0,0,2,2003,0,2,35,2,1980,9,20,1,1,11715,3,1,1,2,2,13,2,361,2,153,64710,50,1
99467,6,6,2007,2014,8,6,1,0,0,0,0,0,2000,0,4,5,4,1977,3,4,5,1,2191,4,1,1,2,2,25,1,419,1,914,58125,20,1
99510,4,4,2008,2014,7,4,1,0,0,0,0,1,2000,0,4,63,6,1978,6,15,1,4,812,3,2,1,1,1,8,1,61,2,474,80261,25,1
99526,2,2,2013,2014,2,2,1,0,0,0,0,0,1998,2,3,79,4,1976,1,18,3,1,563,1,1,1,2,2,19,1,179,2,630,65260,150,1
99574,18,11,2003,2014,12,17,0.944444,0,0,1,0,1,2001,10,4,16,12,1979,3,23,1,1,11632,6,1,1,1,1,0,3,0,3,-1,62591,108,1
99669,1,1,2013,2013,1,1,1,0,0,0,0,0,1986,2,4,16,12,1941,5,6,1,1,13500,1,1,1,1,1,2,2,249,1,1,56798,25,0
99690,15,13,1998,2014,17,10,0.666667,0,0,0,0,0,1995,7,5,7,12,1939,10,30,1,1,11457,4,1,1,1,1,5,2,38,1,576,53249,100,1
99701,14,12,1994,2014,21,7,0.5,0,0,0,0,3,1992,0,2,2,2,1942,7,27,1,1,426,4,1,1,1,1,68,1,289,2,265,88853,100,0
99706,32,28,1986,2014,29,9,0.28125,0,0,0,0,0,1978,18,2,2,8,-1,-1,-1,1,4,2049,2,1,1,1,1,68,1,42,2,497,29588,50,1
99743,9,9,2000,2013,14,8,0.888889,0,0,0,0,0,1994,4,7,65,2,1946,2,2,2,1,4682,4,1,2,1,1,89,2,119,2,822,56890,50,1
99770,2,2,2004,2014,11,0,0,1,0.5,0,0,0,1986,0,8,64,10,1950,6,19,2,1,56,6,1,1,1,1,2,2,34,1,567,49067,50,0
99790,26,23,1985,2014,30,13,0.5,0,0,1,0,0,1977,12,7,2,3,1947,10,25,1,1,826,3,1,1,1,1,1,1,466,2,266,57262,100,1
99856,6,5,2009,2014,6,6,1,0,0,1,0,0,1979,4,4,53,9,-1,-1,-1,2,1,3627,10,1,1,2,3,11,1,72,1,272,56890,25,1
99866,10,10,2004,2014,11,8,0.8,0,0,3,1,0,1997,7,4,10,4,1965,2,1,1,1,9018,1,1,1,1,1,3,2,203,2,185,70507,150,1
99872,36,29,1983,2014,32,2,0.0555556,0,0,0,0,1,1983,7,2,2,2,-1,-1,-1,2,1,4246,1,1,1,1,1,85,1,113,2,466,56890,430,1
99879,3,3,2011,2014,4,3,1,0,0,0,0,0,1979,0,11,46,8,-1,-1,-1,1,4,3495,7,1,1,2,2,11,2,140,1,953,47179,50,0
99930,12,11,2003,2014,12,3,0.25,0,0,4,0,0,1991,10,4,15,4,1968,9,14,1,1,3644,1,1,1,1,1,4,2,39,2,444,48013,100,0
99942,29,22,1984,2014,31,19,0.655172,0,0,0,0,0,1978,2,4,48,8,-1,-1,-1,1,1,201,7,1,1,1,1,2,4,1,2,12,0,250,1
99959,5,5,1997,2014,18,2,0.4,0,0,0,0,0,1978,0,4,31,8,-1,-1,-1,1,1,521,2,1,1,1,1,7,1,168,2,216,62245,25,0
99964,21,20,1989,2013,25,12,0.571429,0,0,0,0,0,1983,12,4,53,8,-1,-1,-1,2,1,4935,4,1,1,1,1,4,2,127,2,359,56890,100,1
100002,30,22,1990,2014,25,1,0.0333333,2,0.0666667,32,0,0,1987,22,2,2,2,1956,12,1,2,1,3450,3,1,1,2,3,11,2,297,2,505,74626,3700,1
100020,2,2,2012,2014,3,2,1,0,0,0,0,0,1996,0,4,39,6,1972,12,16,1,1,1245,2,1,1,1,1,18,2,262,2,457,55297,20,0
100068,29,25,1986,2014,29,10,0.344828,0,0,1,0,0,1981,5,2,28,2,1959,6,22,1,1,4045,4,1,1,1,1,31,1,141,2,451,42926,150,1
100074,10,9,1987,2014,28,2,0.2,0,0,0,0,0,1981,4,4,7,8,-1,-1,-1,1,5,3109,5,1,1,2,2,30,2,284,1,91,71549,50,1
100099,9,9,2004,2014,11,8,0.888889,0,0,0,0,0,1995,8,4,22,4,1972,10,1,1,1,612,6,1,1,2,3,65,1,30,1,127,42926,50,1
100190,25,19,1989,2014,26,4,0.16,0,0,6,0,0,1988,3,4,39,6,1965,1,27,1,1,14799,6,1,1,2,2,2,2,223,2,996,57262,2864.5,1
100250,7,7,2004,2014,11,2,0.285714,0,0,0,0,1,1983,0,4,48,8,1961,11,4,1,1,303,7,1,1,1,1,4,1,1,2,36,0,100,0
100255,3,3,2011,2014,4,3,1,0,0,2,0,3,1994,2,4,7,12,1971,11,8,1,1,9569,17,1,1,1,1,26,2,139,1,694,83661,50,0
100288,7,7,1998,2014,17,5,0.714286,0,0,0,0,0,1996,3,2,65,2,1961,1,28,1,1,8,2,1,1,2,2,6,1,221,2,87,51742,200,0
100303,12,8,2007,2014,8,0,0,1,0.0833333,19,4,1,1992,8,4,10,4,1970,9,7,1,1,3063,4,1,1,2,2,4,2,206,2,632,57859,2550,1
100304,21,16,1988,2014,27,3,0.142857,0,0,1,0,1,1983,4,4,15,8,1961,4,18,1,1,137,2,1,1,1,1,13,2,10,2,373,55297,500,1
100335,4,4,2003,2014,12,0,0,0,0,4,4,0,1989,3,3,80,6,1966,4,5,1,1,3012,3,1,1,1,1,1,1,37,1,127,70507,300,1
100336,14,13,1989,2014,26,3,0.214286,0,0,0,0,0,1986,0,4,73,6,1961,8,2,2,1,5878,4,1,1,2,2,10,2,173,2,788,74626,50,1
100355,5,5,2004,2014,11,2,0.4,0,0,1,0,0,1994,3,4,17,4,1971,11,21,1,1,1818,3,1,1,2,3,16,2,250,2,184,70507,300,0
100358,3,3,2012,2014,3,0,0,0,0,1,0,0,1999,3,2,2,2,1976,4,13,1,1,6423,6,1,1,2,3,4,2,14,1,233,48924,300,1
100385,15,12,2003,2014,12,13,0.866667,0,0,0,0,0,1999,12,7,28,2,1971,6,2,1,1,15043,2,1,1,1,1,7,2,191,2,436,53249,100,1
100415,7,7,2000,2014,15,0,0,0,0,2,0,0,1988,5,2,65,2,1964,5,7,5,1,2245,2,1,1,1,1,60,1,63,1,451,58125,1000,1
100422,2,2,-1,2014,2015,0,0,0,0,0,0,2,1986,2,4,48,12,1962,10,21,5,1,2229,1,1,1,2,3,60,1,82,1,292,58125,300,1
100441,3,3,2003,2011,9,3,1,0,0,0,0,0,2000,12,4,7,12,1965,4,22,3,1,640,4,1,1,1,1,8,2,56,2,403,48616,120,1
100514,8,6,2001,2014,14,0,0,3,0.375,3,0,1,1997,7,3,73,6,1972,4,9,1,1,1119,3,1,1,1,1,10,1,22,1,196,35765,3195.77,0
100544,3,2,2013,2014,2,3,1,0,0,0,0,3,2003,2,4,22,4,1981,1,10,1,1,438,2,1,1,1,1,10,2,11,1,380,55297,100,0
100565,12,10,2004,2014,11,10,0.833333,0,0,5,0,1,1989,6,2,28,2,1967,1,22,1,1,7780,2,1,1,1,1,3,2,312,2,801,70507,150,1
100566,1,1,2014,2014,1,1,1,0,0,0,0,0,1988,0,4,27,6,1965,10,13,1,1,465,1,1,1,1,1,0,3,0,3,-1,54497,20,0
100596,5,4,2006,2014,9,4,0.8,0,0,0,0,3,2001,0,4,69,4,1978,1,24,1,1,1054,5,1,1,1,1,2,2,164,2,548,49109,100,0
100601,5,5,1997,2014,18,2,0.4,0,0,0,0,0,1989,2,4,22,4,1965,12,15,1,5,11093,19,1,1,2,2,86,2,126,2,931,125884,20,1
100625,1,1,2014,2014,1,1,1,0,0,0,0,0,2002,0,4,19,12,1977,2,14,4,1,5324,4,1,1,1,1,55,2,175,2,240,58814,50,0
100674,1,1,2014,2014,1,1,1,0,0,0,0,0,1999,0,4,22,4,1975,1,19,1,4,316,6,1,1,1,1,2,2,113,2,166,42266,50,0
100682,5,5,2007,2014,8,0,0,0,0,0,0,0,2006,0,4,13,1,1982,12,10,1,1,57217,4,1,1,1,1,1,2,328,2,176,76701,40,0
100703,4,4,1998,2014,17,1,0.25,1,0.25,1,0,1,1991,2,4,16,12,1968,9,5,5,1,-1,4,1,1,1,1,25,1,96,2,952,58125,40,1
100743,14,12,1999,2012,14,6,0.428571,0,0,0,0,2,1992,0,4,55,4,1970,5,18,1,1,18362,4,1,1,2,2,2,2,71,2,623,37027,25,0
100750,5,5,1998,2014,17,1,0.2,0,0,2,0,1,1993,0,2,35,2,1970,12,4,2,1,7475,17,1,1,1,1,2,2,236,1,753,74626,150,1
100770,10,9,-1,2014,2015,2,0.2,0,0,1,0,1,1994,3,4,12,12,1970,12,18,1,5,3403,14,1,1,2,2,8,2,116,2,37,52889,1000,1
100796,9,8,-1,2014,2015,0,0,0,0,0,0,4,1997,3,4,22,4,1973,11,18,1,1,413,2,1,1,1,1,0,3,0,3,-1,74375,100,0
100811,5,5,1995,2014,20,2,0.4,0,0,0,0,1,1993,0,2,40,2,1970,3,1,1,1,714,3,1,1,1,1,1,1,173,1,140,39518,25,0
100821,21,11,2003,2014,12,3,0.142857,0,0,20,0,2,2002,12,2,28,2,1980,5,4,1,1,3413,4,1,1,2,2,53,2,119,1,136,60097,4250,1
100829,1,1,2014,2014,1,0,0,0,0,2,0,0,1994,0,4,16,12,1971,3,28,1,1,26616,7,1,1,1,1,32,2,280,2,166,116420,10,0
100833,3,3,2009,2014,6,3,1,0,0,0,0,0,2000,0,4,16,12,1977,11,26,1,1,2159,4,1,1,2,2,16,1,9,1,590,46019,50,0
100855,8,7,2003,2014,12,0,0,0,0,2,0,1,1999,4,4,5,4,1977,3,5,5,1,1096,4,1,1,2,3,67,1,100,2,965,58125,450,1
100860,22,11,1996,2014,19,5,0.227273,0,0,3,0,1,1994,10,2,35,2,1972,6,25,1,1,9721,4,1,1,1,1,4,2,142,2,214,56000,1812,1
100864,3,2,2013,2014,2,0,0,0,0,1,0,1,1995,2,2,2,2,1972,11,25,1,1,1500,3,2,1,1,1,2,1,41,2,414,107366,5000,1
100871,5,5,2006,2014,9,5,1,0,0,1,0,0,1993,4,4,68,6,1969,10,7,1,1,1217,6,2,1,2,2,15,1,59,2,770,60180,100,1
100917,3,3,2012,2014,3,3,1,0,0,0,0,0,2002,3,2,35,2,1980,5,2,4,1,4095,1,1,2,1,1,23,1,79,2,957,42181,500,1
100938,4,4,2009,2014,6,1,0.25,0,0,6,0,1,1997,0,4,48,12,1972,3,5,1,3,605,6,1,1,2,2,34,1,66,2,55,66659,20,1
100970,3,3,2009,2011,3,0,0,0,0,12,0,1,1999,6,2,40,2,1976,9,8,5,1,817,1,1,1,1,3,5,2,176,2,176,49067,1300,1
100981,8,7,2008,2014,7,5,0.625,0,0,0,0,2,1999,7,4,76,4,1975,10,21,3,1,7530,2,1,1,1,1,3,2,159,1,308,64696,150,1
100982,5,5,2009,2013,5,5,1,0,0,0,0,1,2001,6,4,7,12,1979,2,4,5,1,1116,4,1,1,1,1,26,1,4,2,169,40808,100,1
101065,6,4,2010,2014,5,4,0.666667,0,0,10,2,4,1997,5,4,15,4,1975,2,20,1,1,8000,2,1,1,1,1,0,3,0,3,-1,95580,50,0
101077,2,2,2005,2014,10,0,0,1,0.5,0,0,0,2000,0,2,65,2,1976,7,24,1,4,5539,1,1,1,1,1,1,2,496,2,399,51576,20,0
101105,1,1,2014,2014,1,0,0,0,0,0,0,0,1998,0,4,22,4,1975,8,3,1,1,15912,2,1,1,1,1,23,2,123,2,124,75617,1000,0
101112,6,6,2008,2014,7,6,1,0,0,0,0,0,2000,0,12,60,4,1978,4,18,1,1,6163,3,1,1,1,3,3,2,121,2,633,43889,25,0
101114,6,5,2010,2014,5,6,1,0,0,0,0,2,2000,5,3,29,6,1978,1,28,1,5,138,1,1,1,1,1,3,1,123,2,385,64517,50,0
101148,10,7,2008,2014,7,10,1,0,0,0,0,1,1993,7,4,22,4,1972,1,22,1,1,1432,6,1,1,1,1,1,2,21,1,325,56497,75,1
101154,10,10,2004,2014,11,10,1,0,0,0,0,0,1999,8,4,79,4,1974,10,13,2,1,5780,4,1,1,2,2,2,2,174,2,805,76550,25,1
101210,5,4,2011,2014,4,0,0,0,0,1,0,0,2007,4,2,35,2,1985,8,1,4,1,2182,4,1,1,2,3,12,2,163,1,825,64696,150,1
101255,15,14,2000,2014,15,12,0.8,0,0,0,0,1,1984,11,8,64,8,1937,5,19,1,1,16220,6,1,1,1,1,3,2,176,2,202,46217,300,1
101260,17,14,1990,2014,25,9,0.529412,0,0,8,0,0,1980,9,8,64,3,1938,10,10,3,1,3670,4,1,1,2,2,89,1,215,2,705,67412,500,0
101278,20,18,1997,2014,18,0,0,0,0,2,0,0,1982,18,4,41,8,1942,12,22,1,1,1510,7,1,1,1,1,5,4,1,2,103,0,2500,1
101280,14,10,1993,2014,22,1,0.0714286,1,0.0714286,56,0,0,1977,4,8,64,8,1941,10,27,3,1,2643,4,1,1,2,2,49,1,143,1,433,67412,600,1
101282,7,7,1988,2014,27,1,0.142857,0,0,0,0,0,1974,0,4,14,8,-1,-1,-1,1,1,1019,14,4,1,1,3,459,1,240,2,15,49534,100,0
101330,1,1,1999,1999,1,0,0,0,0,0,0,0,1979,0,4,27,9,-1,-1,-1,1,1,4840,5,1,1,1,1,6,1,35,1,400,72798,25,0
101336,13,12,2003,2014,12,13,1,0,0,0,0,0,1993,12,8,64,10,1944,10,9,3,1,311,4,1,1,1,1,93,1,35,2,110,67412,50,1
101339,10,10,2000,2014,15,9,0.9,0,0,0,0,0,1998,4,8,64,10,1947,3,20,5,1,4099,3,1,1,2,3,67,1,64,2,999,58125,75,1
101351,13,12,1990,2014,25,3,0.230769,0,0,0,0,1,1980,9,16,49,8,-1,-1,-1,1,5,5134,6,1,1,1,1,1,2,303,2,348,41499,100,1
101354,8,8,2005,2014,10,7,0.875,0,0,0,0,0,2003,2,8,64,10,1955,8,18,1,1,5660,27,1,1,1,1,1,1,167,2,607,66161,200,1
101367,82,31,1983,2014,32,7,0.0853659,0,0,1,0,1,1982,29,4,53,8,-1,-1,-1,4,1,2569,6,2,1,2,3,88,1,53,2,110,44291,500,1
101370,25,21,1988,2014,27,13,0.52,0,0,0,0,0,1977,7,6,9,7,1954,4,-1,1,1,2906,1,1,1,2,3,37,1,181,1,65,29071,250,1
101374,20,19,1995,2014,20,11,0.55,0,0,0,0,0,1987,18,7,28,2,1948,10,21,1,1,2647,4,1,1,2,3,15,2,72,1,474,120432,500,1
101397,6,6,2009,2014,6,6,1,0,0,0,0,0,1987,6,8,64,10,1948,6,10,2,1,224,1,1,1,2,2,43,1,208,2,241,67412,50,0
101404,12,12,1995,2014,20,7,0.583333,0,0,0,0,0,1977,0,3,11,8,1955,9,28,5,1,208,10,1,1,2,2,80,1,68,2,80,40808,50,0
101427,6,5,2003,2014,12,6,1,0,0,0,0,0,1981,0,8,36,8,-1,-1,-1,2,1,2380,1,1,1,1,1,4,2,203,2,808,56890,50,1
101449,26,16,1997,2014,18,12,0.461538,1,0.0384615,42,9,1,1975,18,2,40,8,1948,7,18,2,1,7088,4,1,1,1,1,17,2,131,2,881,74626,80,1
101503,12,11,1991,2014,24,8,0.666667,0,0,0,0,0,1986,6,2,2,2,1965,3,20,3,1,1053,1,1,1,2,2,13,1,43,2,530,65260,100,0
