zip_code,median_income
17213,59375
17214,52112
17215,57500
17217,53500
17219,41458
17220,36765
17221,44926
17222,48693
17223,42917
17224,49432
17225,60278
17228,40167
17229,49688
17233,48411
17235,52989
17236,54808
17237,55446
17238,48594
17239,59219
17240,56186
17241,51034
17243,43558
17244,50292
17246,49000
17247,73191
17249,33000
17250,49773
17251,56058
17252,55805
17253,45833
17255,43182
17257,48837
17260,38229
17262,34231
17263,63430
17264,42688
17265,58333
17266,57321
17267,55417
17268,52657
17270,63235
17271,41667
17272,56042
17301,61607
17302,59593
17304,59525
17306,59531
17307,55302
17309,40057
17311,49063
17313,58089
17314,60656
17315,54981
17316,64172
17317,55938
17318,56288
17319,71335
17320,71354
17321,64330
17322,65139
17324,59384
17325,59529
17327,67791
17329,82474
17331,59322
17339,73365
17340,61568
17344,48125
17345,55438
17347,61559
17349,77350
17350,52275
17352,68125
17353,59923
17355,55893
17356,57673
17360,73317
17361,74684
17362,65031
17363,74559
17364,60179
17365,57656
17366,53561
17368,56845
17370,60909
17371,65313
17372,58689
17401,27050
17402,60900
17403,47155
17404,52079
17406,60481
17407,81875
17408,63355
17501,49117
17502,65250
17505,69821
17508,125087
17509,60833
17512,48042
17516,59531
17517,66026
17518,43077
17519,58947
17520,68587
17522,54669
17527,60262
17529,53913
17532,55317
17535,58214
17536,59177
17538,84722
17540,54915
17543,67111
17545,59720
17547,57555
17550,72434
17551,51582
17552,62131
17554,58125
17555,66829
17557,54004
17560,44836
17562,61989
17563,58100
17565,65313
17566,54813
17569,69850
17570,34712
17572,60382
17576,62917
17578,62784
17579,66844
17581,57900
17582,80574
17584,65369
17601,64145
17602,42364
17603,44752
17606,26875
17701,37456
17702,45923
17721,39631
17723,36250
17724,41232
17727,40938
17728,58778
17729,37917
17730,86115
17731,51250
17737,51007
17739,23750
17740,51187
17742,28125
17744,45032
17745,36547
17747,52543
17748,23571
17749,42969
17750,69844
17751,51806
17752,45988
17754,57828
17756,49313
17758,40625
17760,48269
17762,70833
17763,34583
17764,27630
17765,50455
17767,46023
17768,29531
17771,48418
17772,55719
17774,45795
17776,42500
17777,45777
17778,26875
17779,52500
17801,35870
17810,58207
17812,45000
17813,44868
17814,45270
17815,44521
17820,47813
17821,53067
17823,47917
17824,53640
17827,43375
17829,42917
17830,45938
17832,32656
17834,45772
17835,44375
17836,56875
17837,48878
17840,37159
17841,46875
17842,45859
17844,46512
17845,40988
17846,43276
17847,43484
17850,36161
17851,33101
17853,45691
17855,51667
17856,54261
17857,50952
17859,53550
17860,53311
17861,70417
17862,37292
17864,44806
17865,54583
17866,34508
17867,63333
17868,51397
17870,48561
17872,37212
17876,48235
17878,50365
17880,26250
17881,33512
17884,29141
17885,58542
17886,41149
17887,27452
17888,44375
17889,51541
17901,41063
17920,46875
17921,47956
17922,60270
17923,40804
17925,45625
17929,53468
17930,33594
17931,41091
17934,28125
17935,39792
17936,40833
17938,58409
17941,42813
17943,51250
17944,42500
17945,42986
17946,15469
17948,28725
17949,52875
17951,48571
17952,22500
17953,41875
17954,36588
17957,34479
17959,42500
17960,49911
17961,63971
17963,58447
17964,46000
17965,41053
17967,44728
17968,62813
17970,34358
17972,51074
17974,40227
17976,30261
17978,30341
17979,48669
17980,50240
17981,43289
17982,31964
17983,42132
17985,52895
18011,71432
18013,57550
18014,52755
18015,44933
18017,62882
18018,46567
18020,78938
18030,40625
18031,74469
18032,49653
18034,87063
18035,87083
18036,79951
18037,58438
18038,64821
18040,91238
18041,68279
18042,45441
18045,76341
18049,63636
18051,98021
18052,55861
18053,64405
18054,71630
18055,61265
18056,48074
18058,59261
18059,107917
18062,73263
18063,45234
18064,75629
18066,77566
18067,62518
18069,80718
18070,59917
18071,49361
18072,55941
18073,78720
18074,84482
18076,57011
18077,68125
18078,77198
18079,85237
18080,58415
18081,45068
18083,32440
18085,69063
18086,79107
18087,44900
18088,61140
18091,46409
18092,80288
18101,17250
18102,26575
18103,48289
18104,67929
18106,74702
18109,38506
18201,32720
18202,33246
18210,52460
18211,76010
18212,77569
18214,59779
18216,42250
18218,30773
18219,56080
18220,46750
18221,59722
18222,67753
18223,49458
18224,39900
18229,58315
18230,36875
18231,39890
18232,32436
18234,65821
18235,51865
18237,42140
18239,40398
18240,39641
18241,39432
18242,25833
18244,41711
18245,58095
18246,57857
18248,52105
18249,65795
18250,49904
18251,75536
18252,37003
18254,44130
18255,50867
18256,50700
18301,57945
18302,58935
18321,56750
18322,50188
18323,73750
18324,60587
18325,56580
18326,64773
18327,39000
18328,58110
18330,64132
18331,32708
18332,52442
18333,58839
18334,51233
18335,52440
18336,50536
18337,71836
18340,90938
18342,46806
18343,62420
18344,50385
18346,59083
18347,51638
18349,54375
18350,54265
18351,42500
18352,46400
18353,64063
18354,52262
18355,62240
18356,132612
18357,71434
18360,57003
18370,58969
18371,74155
18372,54884
18403,46926
18405,54265
18407,37065
18411,70405
18413,38875
18414,63802
18415,43802
18417,41290
18419,53750
18420,40694
18421,46725
18424,49795
18425,43295
18426,47165
18427,31528
18428,55092
18430,14583
18431,43906
18433,46472
18434,46344
18435,57750
18436,55929
18437,30000
18438,42154
18439,54038
18441,24125
18443,66375
18444,64099
18445,49922
18446,44519
18447,47242
18451,44375
18452,38826
18453,55833
18454,42750
18455,73276
18456,60368
18457,56042
18458,52656
18459,27813
18460,51979
18461,36563
18462,41071
18463,57273
18464,59000
18465,47292
18466,54458
18469,46406
18470,54954
18471,121771
18472,47560
18473,50052
18503,15724
18504,41693
18505,38796
18507,51032
18508,36118
18509,43648
18510,39109
18512,44688
18517,41901
18518,49347
18519,38990
18602,102857
18603,42966
18610,52468
18612,61291
18614,39464
18615,51094
18616,32212
18617,26435
18618,59798
18619,46406
18621,44093
18622,31944
18623,43989
18624,61563
18625,55078
18626,53333
18628,40625
18629,48787
18630,49808
18631,58791
18632,36406
18634,37220
18635,45651
18636,54569
18640,44152
18641,46379
18642,42139
18643,50817
18644,48576
18651,34250
18653,41667
18655,48542
18656,54615
18657,50278
18660,53125
18661,44919
18701,15227
18702,37212
18704,47977
18705,38834
18706,39239
18707,75613
18708,75254
18709,31667
18801,49944
18810,43193
18812,65556
18814,44688
18816,42188
18817,35781
18818,50789
18821,35875
18822,47520
18823,43472
18824,48654
18825,47813
18826,51111
18828,34750
18829,47750
18830,55125
18831,39474
18832,47198
18833,45850
18834,52028
18837,45161
18840,48731
18842,53542
18843,49097
18844,60294
18845,50179
18846,55781
18847,38404
18848,48580
18850,50234
18851,44000
18853,55795
18854,52750
18901,84056
18902,113606
18913,185337
18914,101522
18915,94844
18917,52109
18920,98194
18923,115221
18925,125750
18929,133226
18930,83438
18932,75750
18938,96685
18940,114423
18942,72442
18944,78312
18947,115725
18950,133800
18951,66162
18954,120959
18955,63629
18960,68159
18962,64712
18964,71442
18966,88549
18969,75465
18970,69286
18972,62689
18974,66758
18976,89817
18977,150104
18980,96000
19001,68345
19002,100326
19003,76496
19004,104933
19006,90234
19007,48032
19008,72580
19009,76111
19010,103737
19012,86555
19013,27289
19014,75373
19015,55788
19017,77107
19018,56264
19020,60657
19021,57052
19022,39243
19023,38790
19025,110000
19026,66783
19027,69793
19029,50756
19030,61776
19031,82917
19032,54388
19033,63216
19034,112813
19035,161667
19036,53364
19038,82275
19040,69807
19041,123080
19043,49231
19044,68913
19046,78715
19047,81100
19050,55530
19053,74219
19054,67637
19055,64422
19056,69314
19057,62863
19060,123227
19061,56412
19063,87347
19064,93000
19066,191711
19067,91182
19070,67284
19072,107959
19073,98297
19074,69423
19075,90132
19076,67727
19078,57211
19079,41096
19081,90275
19082,38029
19083,90946
19085,178233
19086,91318
19087,108409
19090,66857
19094,47395
19095,67170
19096,111563
19102,76962
19103,63709
19104,19236
19106,93720
19107,44402
19111,44123
19113,106250
19114,54074
19115,45799
19116,48058
19118,77271
19119,58378
19120,33966
19121,16105
19122,23509
19123,48798
19124,28726
19125,41186
19126,40031
19127,63849
19128,62052
19129,49807
19130,62721
19131,27914
19132,24233
19133,14185
19134,24291
19135,35859
19136,44641
19137,43522
19138,34795
19139,24627
19140,22654
19141,29601
19142,30306
19143,30995
19144,29961
19145,35761
19146,42068
19147,60400
19148,39413
19149,36906
19150,46462
19151,40358
19152,50584
19153,47138
19154,58319
19301,98148
19310,66354
19311,93628
19312,123777
19316,133828
19317,106667
19319,70536
19320,67460
19330,68772
19333,96346
19335,91997
19341,90114
19342,80429
19343,109583
19344,59896
19348,90196
19350,126621
19352,121241
19355,109706
19358,46875
19362,61920
19363,62548
19365,67829
19367,16587
19372,75347
19373,177813
19374,95519
19380,84843
19382,90873
19390,77462
19401,48791
19403,76178
19405,50450
19406,74104
19422,106803
19425,150192
19426,108814
19428,75136
19435,34694
19436,54519
19437,215338
19438,90449
19440,74223
19444,115993
19446,76263
19453,50000
19454,87658
19456,118689
19457,68929
19460,79227
19462,86552
19464,55900
19465,81998
19468,71923
19473,89224
19474,106607
19475,61117
19492,63269
19501,44886
19503,56505
19504,76698
19505,60511
19506,65797
19507,57067
19508,74730
19510,77520
19511,70898
19512,57335
19518,76946
19520,68688
19522,67914
19523,66528
19525,89503
19526,56426
19529,58710
19530,57153
19533,60870
19534,64479
19536,44464
19539,72788
19540,68306
19541,74000
19543,76124
19544,58125
19545,57765
19547,72292
19549,48472
19550,39318
19551,62685
19554,57188
19555,53958
19559,64375
19560,64183
19562,59542
19564,38542
19565,56201
19567,58101
19601,23935
19602,21795
19604,35337
19605,58033
19606,64047
19607,53919
19608,77551
19609,55231
19610,69179
19611,40317
19701,83056
19702,67510
19703,51739
19706,71691
19707,113206
19709,94886
19711,72209
19713,57044
19720,54233
19730,64149
19731,41786
19733,52188
19734,85283
19801,27394
19802,40394
19803,97944
19804,53809
19805,41980
19806,65051
19807,172865
19808,70567
19809,60726
19810,87325
19901,47232
19904,54368
19930,62438
19931,50250
19933,49935
19934,64980
19936,51250
19938,68737
19939,56289
19940,57594
19941,46582
19943,60628
19944,62000
19945,43677
19946,58125
19947,50329
19950,57857
19951,83088
19952,47951
19953,56205
19954,57292
19955,60000
19956,46892
19958,54938
19960,50922
19962,67367
19963,52766
19964,66042
19966,51581
19967,55147
19968,61250
19970,62992
19971,61069
19973,45600
19975,53023
19977,59519
19979,51700
20001,78848
20002,65000
20003,107966
20004,126765
20005,81864
20006,30208
20007,107511
20008,100953
20009,88684
20010,65287
20011,54488
20012,78356
20015,159016
20016,118141
20017,56980
20018,52317
20019,34832
20020,34685
20024,72870
20032,31184
20036,78935
20037,76948
20105,127464
20106,80031
20109,65017
20110,75584
20111,85829
20112,139902
20115,70845
20117,103214
20119,111339
20120,111272
20121,92115
20124,167400
20129,180481
20130,51458
20132,129180
20135,90083
20136,128444
20137,108333
20139,144464
20141,124180
20143,139938
20144,115667
20147,122115
20148,161433
20151,122054
20152,144250
20155,127974
20158,120991
20164,87288
20165,129827
20166,106797
20169,139508
20170,104371
20171,141433
20175,112815
20176,113668
20180,123594
20181,108438
20184,174526
20186,78161
20187,116206
20190,94806
20191,108013
20194,131926
20197,136677
20198,61837
20317,21591
20601,93020
20602,79611
20603,102605
20606,58472
20607,123851
20608,63274
20609,53203
20611,64773
20612,42143
20613,106571
20615,114375
20616,91645
20617,96042
20618,85875
20619,97114
20620,74801
20621,61731
20622,98750
20623,139960
20624,68750
20625,62440
20626,122969
20628,82159
20629,143523
20630,118646
20632,50987
20634,79944
20636,102500
20637,128750
20639,123906
20640,68431
20645,96000
20646,104971
20650,99936
20653,73958
20657,90399
20658,82000
20659,89831
20662,85069
20664,64276
20667,70699
20670,60104
20674,91667
20675,89934
20676,91987
20677,130857
20678,80087
20680,76952
20684,89063
20685,109750
20687,60511
20688,61458
20689,127375
20690,95192
20692,74919
20693,110924
20695,100758
20705,76486
20706,69879
20707,76549
20708,60754
20710,42962
20711,69338
20712,44104
20714,68171
20715,107361
20716,96409
20720,130890
20721,119851
20722,56133
20723,108318
20724,89215
20732,97649
20733,96311
20735,100651
20736,114539
20737,59427
20740,61952
20743,57973
20744,90248
20745,60629
20746,62449
20747,61188
20748,62112
20751,98241
20754,109211
20755,58643
20758,85179
20759,137216
20762,51631
20763,67330
20764,96479
20765,84573
20769,118990
20770,59857
20772,99183
20774,91855
20776,94741
20777,180583
20778,103550
20779,111500
20781,66210
20782,59574
20783,57787
20784,56678
20785,60324
20794,77313
20812,128750
20814,114577
20815,131994
20816,168693
20817,170293
20818,192891
20832,119743
20833,137411
20837,122663
20838,132344
20839,54917
20841,149022
20842,78608
20850,107459
20851,82201
20852,97600
20853,100435
20854,192648
20855,120603
20860,109922
20861,161369
20862,148875
20866,93828
20868,130347
20871,126685
20872,103125
20874,84560
20876,90702
20877,64976
20878,116347
20879,89182
20880,116429
20882,141648
20886,77136
20895,122896
20896,128750
20899,19375
20901,93023
20902,76646
20903,56903
20904,70628
20905,116806
20906,72354
20910,78738
20912,62204
21001,58060
21005,75078
21009,85510
21010,90000
21012,101367
21013,104089
21014,88054
21015,101027
21017,74381
21028,95000
21029,183966
21030,75047
21032,116847
21034,60871
21035,129904
21036,143750
21037,100242
21040,52165
21042,142528
21043,107986
21044,98478
21045,92258
21046,104535
21047,111300
21048,95527
21050,86901
21051,71500
21052,38611
21053,90361
21054,119009
21056,226786
21057,103448
21060,63316
21061,60430
21071,95156
21074,81500
21075,89911
21076,110890
21077,78190
21078,65344
21082,69107
21084,92794
21085,73158
21087,92738
21090,71938
21093,82649
21102,83870
21104,125000
21108,107736
21111,114632
21113,95919
21114,107715
21117,76645
21120,118450
21122,88880
21128,82875
21130,63393
21131,128182
21132,106875
21133,75010
21136,72571
21140,145560
21144,91719
21146,121484
21152,94701
21153,198750
21154,76548
21155,50670
21156,70000
21157,71826
21158,79148
21160,73125
21161,82621
21162,80341
21163,122083
21201,27465
21202,30425
21204,73611
21205,25522
21206,48428
21207,51179
21208,67244
21209,70809
21210,82689
21211,55819
21212,61912
21213,34046
21214,61014
21215,34471
21216,31988
21217,26187
21218,38261
21219,59900
21220,61672
21221,52355
21222,48267
21223,25565
21224,55085
21225,37487
21226,61250
21227,55168
21228,76114
21229,45055
21230,63805
21231,53750
21234,58332
21236,69219
21237,61172
21239,51331
21244,59494
21286,68682
21401,84054
21402,109125
21403,83056
21405,"250,000+"
21409,107029
21502,37262
21520,55278
21521,42000
21522,60156
21523,52841
21524,31607
21529,37250
21530,37569
21531,36831
21532,39119
21536,49271
21538,40037
21539,42098
21540,24063
21541,32415
21542,45417
21543,52656
21545,49222
21550,41250
21555,56042
21557,45972
21561,63938
21562,49800
21601,57875
21607,70946
21610,54063
21612,56071
21613,41001
21617,93535
21619,79556
21620,53761
21622,29826
21623,66471
21624,54938
21625,62546
21626,36250
21628,62438
21629,64901
21631,67589
21632,42683
21634,87721
21635,66000
21636,60926
21638,94180
21639,65361
21640,47778
21641,78750
21643,54662
21644,71894
21645,44844
21647,59063
21648,64559
21649,50658
21650,26750
21651,62625
21652,66282
21653,26667
21654,66490
21655,61880
21657,82593
21658,85909
21659,70145
21660,63144
21661,48594
21662,71894
21663,67277
21664,52604
21665,61750
21666,98465
21667,78438
21668,59091
21669,43333
21671,81223
21672,38958
21673,64846
21675,17708
21676,26886
21677,76250
21678,61970
21679,72404
21701,72646
21702,69948
21703,76531
21704,116869
21710,102167
21711,70870
21713,76412
21716,56708
21718,71429
21719,56477
21722,57014
21723,104638
21727,57455
21733,82778
21734,52750
21737,160580
21738,196361
21740,42979
21742,66169
21750,47857
21754,136289
21755,102972
21756,86250
21757,72572
21758,88274
21762,94375
21766,53646
21767,25592
21769,106646
21770,105325
21771,107775
21773,90769
21774,113086
21776,92853
21777,106667
21778,78158
21779,95391
21780,64545
21782,67894
21783,68408
21784,103994
21787,72004
21788,74471
21790,28889
21791,87531
21793,81970
21794,178977
21795,56332
21797,125375
21798,80000
21801,51188
21804,48904
21810,54875
21811,60676
21813,85292
21814,26375
21817,31522
21821,34028
21822,38304
21824,31250
21826,54250
21829,43684
21830,66014
21835,58548
21837,59762
21838,70905
21840,55250
21841,39063
21842,60534
21849,51729
21850,54103
21851,39859
21853,37758
21856,50313
21861,42933
21862,47241
21863,49245
21864,63088
21865,55313
21866,26667
21869,51833
21871,41696
21872,59698
21874,64333
21875,40507
21901,65951
21903,66518
21904,68125
21911,66048
21912,75288
21913,48438
21914,62656
21915,69701
21917,85234
21918,80161
21919,49038
21920,31833
21921,65716
21930,66176
22003,93823
22015,120575
22025,115000
22026,77264
22027,187768
22030,102140
22031,106728
22032,128483
22033,103052
22039,196637
22041,73839
22042,94135
22043,103972
22044,72977
22046,126711
22060,78506
22066,214219
22079,99025
22101,180540
22102,112427
22124,156912
22125,95446
22134,58461
22150,86486
22151,99527
22152,113351
22153,135641
22172,62042
22180,127205
22181,150929
22182,160631
22191,79198
22192,98169
22193,90378
22201,113683
22202,110092
22203,95410
22204,76052
22205,140819
22206,98985
22207,169636
22209,93906
22211,25000
22213,141458
22301,119443
22302,94446
22303,83281
22304,76061
22305,78220
22306,61975
22307,103143
22308,163632
22309,81458
22310,108482
22311,66319
22312,76845
22314,117037
22315,128008
22401,47040
22405,84528
22406,84980
22407,78164
22408,84551
22427,42232
22432,44038
22433,81326
22435,44806
22436,50068
22437,48750
22438,27679
22443,49091
22448,52143
22454,41859
22460,43229
22469,37820
22473,54250
22476,54265
22480,55950
22482,40864
22485,82256
22488,43942
22503,55611
22504,38889
22508,73876
22511,46000
22514,49271
22520,59148
22529,33096
22530,48224
22534,58854
22535,51100
22538,103021
22539,59881
22542,71615
22546,61637
22551,68313
22553,92521
22554,103818
22556,101463
22560,45377
22567,54299
22572,46818
22576,43808
22578,55078
22580,49740
22601,44572
22602,72388
22603,56944
22610,52118
22611,76319
22620,87353
22623,57404
22624,61771
22625,74458
22627,74881
22630,60977
22637,69607
22639,103125
22640,57949
22641,58750
22642,76198
22643,79412
22644,57609
22645,50202
22646,64097
22650,54487
22652,64432
22654,94160
22655,76113
22656,51923
22657,54238
22660,57813
22663,59509
22664,43951
22701,59808
22709,52813
22712,76013
22713,59796
22714,70625
22715,99926
22716,55200
22718,68673
22719,33969
22720,74708
22722,73313
22724,73229
22726,40066
22727,52453
22728,96667
22732,71429
22733,59097
22734,67125
22735,66000
22736,83056
22737,75585
22738,34432
22740,39950
22741,56125
22742,78796
22743,120764
22747,50069
22749,67143
22801,41200
22802,44837
22810,41442
22811,32262
22812,54048
22815,51949
22820,29250
22821,49945
22824,52805
22827,44765
22830,47936
22831,54116
22832,56169
22834,40357
22835,44817
22840,70395
22841,54722
22842,44769
22843,43160
22844,41984
22846,67083
22847,63438
22849,45833
22850,50341
22851,34889
22853,43598
22901,58566
22902,51824
22903,47192
22904,63375
22911,76385
22920,62938
22922,45435
22923,70871
22931,64550
22932,76354
22935,38324
22936,104850
22937,45893
22938,57199
22939,63977
22940,54514
22942,56750
22943,63250
22946,89583
22947,86513
22948,97841
22949,24939
22952,43095
22958,62596
22959,55822
22960,44854
22963,71723
22964,51667
22967,41786
22968,70139
22969,54811
22971,47028
22972,31016
22973,51464
22974,78952
22976,24904
22980,47970
23002,53193
23004,55098
23005,54855
23009,65473
23011,57188
23015,76620
23021,85990
23022,50368
23023,43167
23024,49122
23025,42708
23027,34625
23030,48102
23032,34118
23035,47329
23038,50750
23039,83750
23040,47261
23043,42639
23047,69833
23050,57656
23055,59648
23056,63533
23059,104163
23060,79480
23061,64931
23062,61955
23063,61938
23065,78008
23066,50313
23068,46944
23069,77604
23070,99250
23071,69167
23072,55852
23075,41703
23076,51553
23079,78068
23083,49770
23084,59648
23085,39392
23086,55800
23089,70129
23091,53750
23092,47244
23093,50595
23102,92346
23103,106750
23106,45125
23108,62917
23109,48984
23110,55609
23111,67346
23112,80830
23113,110574
23114,86763
23115,33608
23116,102891
23117,61477
23119,29750
23120,118564
23123,32027
23124,69974
23125,120284
23126,83043
23128,91875
23129,110517
23130,49444
23138,65375
23139,73868
23140,66463
23141,70257
23146,77207
23148,55524
23149,46587
23150,61273
23153,76964
23156,43400
23161,52143
23163,36574
23168,79375
23169,50085
23175,43618
23176,56144
23177,41638
23180,48906
23181,63288
23185,70196
23188,72070
23192,71458
23219,19231
23220,32684
23221,56219
23222,34234
23223,36855
23224,33141
23225,43683
23226,76599
23227,45823
23228,44224
23229,71638
23230,53606
23231,53705
23233,91741
23234,46279
23235,67956
23236,74141
23237,54735
23238,64927
23294,52071
23301,41944
23303,47684
23304,58773
23306,53911
23307,43611
23308,40489
23310,36356
23313,38636
23314,78891
23315,55714
23316,11146
23320,69475
23321,69876
23322,96091
23323,68427
23324,36875
23325,54972
23336,38036
23337,32130
23347,22500
23350,30167
23354,108750
23356,50833
23357,28776
23359,35547
23395,25511
23401,25417
23405,30129
23407,44894
23410,40707
23413,46442
23414,12159
23415,45176
23416,53150
23417,39189
23418,64464
23420,25573
23421,42426
23422,42832
23423,24167
23426,31713
23427,30500
23430,68348
23432,85333
23433,67222
23434,54802
23435,84531
23436,99716
23437,64806
23438,63897
23440,40833
23442,30714
23451,59017
23452,61522
23453,66944
23454,64721
23455,62949
23456,92574
23457,85037
23459,44750
23462,56617
23464,71192
23480,19250
23486,58512
23487,44369
23488,10566
23502,47378
23503,46001
23504,26361
23505,42102
23507,62755
23508,50789
23509,46187
23510,57788
23511,89000
23513,40413
23517,40513
23518,53375
23523,28896
23601,50068
23602,61343
23603,56722
23604,51782
23605,39953
23606,57230
23607,27897
23608,55319
23651,90625
23661,44349
23662,81701
23663,41006
23664,62901
23665,52313
23666,55415
23669,46209
23690,48400
23691,61146
23692,81387
23693,100488
23696,93854
23701,47245
23702,36079
23703,60427
23704,34072
23707,42647
23801,59138
23803,39607
23805,47366
23821,34663
23824,36509
23827,28266
23828,62083
23829,60536
23830,58825
23831,66239
23832,75942
23833,53684
23834,54548
23836,83433
23837,47393
23838,103059
23839,50362
23840,49010
23841,51074
23842,73041
23843,34438
23844,23857
23845,36507
23846,62824
23847,33784
23850,46364
23851,36584
23856,42548
23857,57689
23860,40609
23866,53281
23867,41319
23868,35109
23872,40351
23874,39234
23875,62416
23876,68265
23878,56667
23879,62188
23881,38295
23882,47422
23883,56324
23884,165234
23885,75625
23887,29519
23888,40000
23889,14875
23890,38663
23893,29265
23894,72143
23897,49602
23898,57969
23899,38875
23901,35825
23915,46957
23917,34018
23919,37880
23920,38511
23921,30580
23922,36736
23923,31595
23924,33773
23927,37067
23930,40938
23934,42569
23936,36803
23937,27803
23938,36250
23942,42019
23944,30752
23947,36330
23950,28390
23952,44063
23954,45357
23958,39617
23959,39917
23960,43438
23962,30455
23963,85045
23964,54438
23966,30739
23967,39135
23968,27250
23970,42582
23974,36530
23976,35536
24011,75526
24012,44010
24013,30213
24014,44574
24015,51028
24016,24044
24017,34030
24018,66374
24019,62912
24053,30365
24054,36909
24055,31013
24058,58189
24059,62589
24060,39477
24064,67091
24065,47414
24066,48686
24067,47273
24069,47957
24070,63438
24072,40565
24073,51055
24076,36726
24077,47321
24078,37741
24079,39969
24082,40568
24083,91295
24084,47428
24085,50107
24086,26188
24087,43142
24088,37482
24089,33984
24090,67206
24091,46040
24092,42373
24093,52986
24095,52000
24101,64332
24102,42125
24104,58555
24105,28914
24112,32566
24120,34732
24121,56387
24122,52096
24124,42623
24127,46134
24128,55481
24132,18566
24133,33005
24134,46354
24136,47435
24137,54979
24138,64125
24139,37174
24141,39808
24147,36406
24148,40159
24149,70097
24150,36217
24151,38887
24153,52924
24161,21583
24162,43533
24165,30139
24167,18083
24168,71520
24171,34048
24174,45030
24175,70671
24176,47115
24179,50819
24184,49688
24185,44559
24201,31977
24202,43996
24210,39229
24211,50598
24216,29091
24217,45147
24219,37258
24220,46923
24221,44938
24224,34390
24225,28427
24226,31765
24228,32612
24230,32777
24236,32083
24237,24545
24239,26250
24243,34583
24244,33137
24245,23219
24246,16385
24248,25972
24250,46929
24251,40417
24256,28523
24258,43611
24260,30846
24263,32312
24265,39213
24266,37569
24269,25250
24270,27083
24271,36815
24272,23333
24273,43781
24277,29663
24279,36114
24280,45139
24281,22902
24282,24716
24283,40026
24290,37279
24292,30536
24293,45880
24301,37667
24311,38000
24312,29778
24313,26741
24314,56858
24315,37054
24317,30955
24318,47260
24319,36520
24322,17470
24323,30441
24324,51051
24325,42672
24326,28300
24328,47177
24330,25637
24333,31489
24340,38735
24343,33459
24347,52587
24348,38750
24350,26786
24351,24757
24352,33182
24354,37673
24360,47132
24361,35060
24363,32083
24366,44917
24368,45781
24370,33340
24374,40140
24375,40030
24377,52188
24378,32926
24380,51854
24381,32399
24382,40052
24401,45044
24412,67212
24413,56429
24416,36364
24421,53750
24422,39635
24426,43756
24430,28427
24431,34939
24432,60221
24433,37500
24435,61679
24437,96080
24439,23056
24440,45861
24441,44232
24442,26875
24445,40697
24448,37019
24450,48708
24457,28922
24458,52292
24459,63125
24460,65093
24464,46438
24465,51806
24467,56667
24471,41154
24472,53729
24473,37083
24474,30566
24476,36328
24477,53440
24479,51449
24482,44784
24483,46250
24484,39211
24485,56818
24486,53750
24487,43036
24501,29916
24502,44340
24503,66161
24504,28300
24517,36422
24520,40804
24521,43420
24522,49466
24523,42685
24526,48546
24527,49620
24528,34835
24529,34866
24530,36786
24531,39863
24534,28051
24536,58250
24538,55569
24539,32308
24540,36513
24541,32931
24549,42473
24550,51980
24551,73776
24553,41285
24554,43426
24555,49330
24556,63629
24557,32490
24558,41639
24562,51932
24563,40000
24565,34464
24566,40027
24569,38396
24571,39491
24572,44468
24574,47955
24577,37514
24578,47143
24579,39719
24580,52143
24586,43452
24588,45944
24589,21646
24590,51840
24592,32285
24593,65242
24594,35305
24595,66058
24597,40368
24598,43380
24599,32042
24602,35598
24603,31701
24604,22719
24605,44083
24606,50923
24607,20806
24609,34947
24612,55357
24613,19741
24614,33769
24620,16678
24622,24750
24628,50170
24630,33707
24631,31354
24634,42292
24635,26359
24637,53320
24639,27120
24641,33788
24646,33571
24649,24820
24651,33160
24656,37341
24657,17868
24701,32646
24712,38043
24714,18750
24715,34444
24716,14531
24719,52772
24724,75078
24726,40132
24729,23036
24731,41250
24733,16951
24736,34375
24737,22222
24738,43036
24740,37045
24747,33682
24801,27386
24808,40556
24811,16331
24813,27721
24815,25642
24816,35221
24817,16750
24818,32623
24822,45893
24823,27578
24826,20850
24827,43915
24828,24471
24830,33333
24831,18917
24834,53679
24836,20000
24839,18906
24843,20673
24844,24128
24845,46125
24846,13542
24847,20662
24848,9615
24849,44830
24850,16875
24851,26250
24853,19744
24854,24597
24857,27404
24860,35833
24861,14844
24862,31343
24866,15865
24867,91375
24868,28781
24869,30375
24870,36702
24871,13750
24872,17201
24873,20278
24874,34265
24878,16429
24879,18472
24880,48438
24881,34659
24882,44167
24884,55365
24888,50375
24892,17946
24894,22569
24898,18681
24901,46926
24910,35000
24915,31477
24916,46339
24918,41525
24920,19236
24924,39375
24925,43529
24927,16827
24931,40691
24934,32132
24935,43667
24938,45774
24941,38857
24944,59028
24945,41667
24946,32098
24951,34103
24954,34978
24957,33631
24962,14012
24963,46008
24966,30761
24970,31849
24974,34063
24976,53036
24977,44107
24981,41786
24983,45366
24984,33415
24986,36438
24991,55430
25002,52500
25003,37264
25005,48523
25007,39635
25008,34620
25009,55000
25011,41875
25015,45402
25019,29545
25021,40568
25022,62688
25024,48897
25025,41917
25028,35536
25030,42813
25031,57107
25033,37120
25035,26359
25036,38750
25039,36667
25040,51477
25043,26964
25044,27826
25045,38596
25047,22071
25049,53036
25053,34973
25057,38929
25059,49306
25060,29361
25061,35769
25062,41000
25063,24679
25064,41861
25067,43264
25070,44896
25071,50549
25075,37500
25076,21141
25081,72450
25082,48068
25083,57929
25085,33333
25086,39844
25088,53500
25090,32262
25093,56111
25102,34375
25103,16786
25106,25721
25107,16167
25108,53824
25109,50500
