core_id,method,age,type1,stype1,type2,phone,email,mail,assigned,no_contact,no_phone,no_email,no_mail,no_personal,no_ask,geo_dist,e_sols,m_sols,p_sols
114822,TOP Gift,67,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1
114831,Online Giving,68,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,1,2,0,0
114975,Online Giving,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,2,1,1
114997,TOP Gift,64,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,1,0,1,2
115011,Staff,60,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,1,2,1
115021,Staff,63,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2
115050,Online Giving,61,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,2,0,0
115164,Online Giving,0,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
115174,Online Giving,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1
115230,Staff,61,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1
115249,Lockbox,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,1,0
115257,TOP Gift,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,1,2
115320,Online Giving,0,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1
115320,Staff,0,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1
115326,Lockbox,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,1
115370,Staff,56,S     ,S     ,1,1,1,1,0,0,0,0,0,0,0,1,4,0,0
115370,Online Giving,56,S     ,S     ,1,1,1,1,0,0,0,0,0,0,0,1,4,0,0
115447,Lockbox,51,I     ,N     ,2,1,0,1,0,0,0,1,0,0,0,3,0,2,0
115498,Staff,49,S     ,N     ,3,1,1,1,0,0,1,0,1,1,0,1,2,0,0
115526,Lockbox,43,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1
115538,TOP Gift,57,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,2
115544,Online Giving,49,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1
115558,Online Giving,40,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,0,0,1
115584,Online Giving,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0
115735,Online Giving,46,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,2,1
115769,Lockbox,49,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,3,0,2,3
115786,Online Giving,41,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,2,0,1
115799,TOP Gift,38,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,2
115816,Online Giving,44,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1
115839,Staff,51,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,2,0,2,1
115860,Staff,52,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1
115880,TOP Gift,40,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,4,0,2
115892,TOP Gift,42,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,2,0,2,2
115910,Online Giving,50,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,1,0,2,0
116125,Staff,45,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,2,1
116146,Staff,46,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,3,2
116335,Staff,43,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,1,3,0,1
116335,Online Giving,43,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,1,3,0,1
116467,Staff,38,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,2,0,0,1
116535,TOP Gift,39,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,3,0,0,1
116653,Online Giving,35,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,3,1
116805,Lockbox,64,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1
116808,Staff,63,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,1,1
116809,Staff,62,S     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0
116809,Online Giving,62,S     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0
116812,Staff,67,S     ,N     ,3,1,1,1,0,0,0,1,0,0,0,2,0,0,0
116813,TOP Gift,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,0,1,2
116815,Lockbox,54,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0
116816,Lockbox,70,S     ,S     ,1,1,1,1,0,0,0,0,0,0,0,2,4,4,0
116816,Staff,70,S     ,S     ,1,1,1,1,0,0,0,0,0,0,0,2,4,4,0
116867,Online Giving,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1
116921,Lockbox,64,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,2,0,1,1
116980,TOP Gift,62,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,2,2
117053,TOP Gift,61,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,1,1,2
117113,TOP Gift,60,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,1,2
117131,TOP Gift,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,1,2,3
117212,Staff,0,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,2,0,1
117222,Staff,55,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
117226,TOP Gift,58,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,1,2,1,2
117288,Lockbox,51,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,3,0,1,0
117308,Lockbox,57,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,3,1,1,0
117310,Online Giving,0,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,3,1,1,1
117349,Online Giving,51,S     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0
117362,Staff,52,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,0,2,1
117498,Online Giving,51,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
117501,Lockbox,54,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,0
117718,Staff,42,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,1,3,1,1
117736,Online Giving,41,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,2,0,1,1
117747,Online Giving,41,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,1,2
117750,Online Giving,47,I     ,N     ,3,0,1,1,0,1,0,0,0,0,0,1,1,0,0
117945,Staff,38,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,3,1,1
118054,TOP Gift,44,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,2,0,2
118087,Online Giving,37,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1
118124,Online Giving,44,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,3,3,1,1
118207,Staff,37,I     ,I     ,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
118207,Lockbox,37,I     ,I     ,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1
118283,Online Giving,35,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,3,3,1
118303,TOP Gift,39,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,2,2
118403,Staff,76,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,0,2,1
118428,Lockbox,69,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,2
118459,Lockbox,67,I     ,N     ,3,1,0,1,0,0,1,0,0,0,0,1,0,2,0
118462,Lockbox,66,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,2,2
118504,Lockbox,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1
118512,Online Giving,0,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,0,1
118586,Online Giving,65,rs    ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0
118589,Online Giving,65,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0
118630,Lockbox,0,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,1,1
118796,Online Giving,46,I     ,N     ,2,0,1,1,1,0,0,0,0,0,0,2,0,0,1
118802,TOP Gift,60,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2
118835,Online Giving,59,S     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,2,0,0
118934,TOP Gift,54,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2
118944,Staff,57,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,1,0,3,1
118947,TOP Gift,58,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,1,0,2
118992,Lockbox,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0
119085,Staff,0,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,2,2,2
119088,Online Giving,56,S     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1
119088,Staff,56,S     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1
119117,TOP Gift,42,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,3,0,1,2
119131,Lockbox,40,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,2,0,2,1
119138,TOP Gift,51,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,4,0,1
119148,Online Giving,41,I     ,I     ,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1
119202,Online Giving,47,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,2,0,1
119249,Online Giving,52,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,3,0,2
119282,Staff,53,I     ,N     ,2,0,1,1,0,0,0,1,0,0,0,2,0,1,1
119353,Lockbox,51,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,3,0,1,2
119406,Online Giving,52,S     ,S     ,1,1,1,1,0,0,0,0,0,0,0,2,2,0,0
119411,Online Giving,48,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,1,1
119418,Online Giving,48,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,1,0,1,1
119721,TOP Gift,38,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,0,2
119743,TOP Gift,43,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,2
119755,TOP Gift,45,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1
119788,Online Giving,42,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1
119849,Online Giving,35,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,1,4,1
119860,Online Giving,42,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,0,1
119984,TOP Gift,48,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,3,2,0,2
120073,TOP Gift,40,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,0,1,2
120120,Online Giving,37,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1
120141,TOP Gift,37,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,0,2,1
120147,TOP Gift,37,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,1,0,1,2
120195,Lockbox,82,rs    ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,0,3,0
120195,Staff,82,rs    ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,0,3,0
120215,Lockbox,72,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1
120239,Staff,54,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
120382,Online Giving,61,S     ,rs    ,1,1,1,1,0,0,0,0,0,0,0,1,2,0,0
120412,TOP Gift,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,1,2
120485,TOP Gift,58,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,2,0,1,2
120494,Lockbox,0,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,3,0,1,1
120532,Online Giving,58,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
120536,TOP Gift,52,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,2
120674,Online Giving,52,I     ,N     ,2,1,1,1,1,0,0,1,0,0,0,1,0,0,1
120714,Online Giving,0,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0
120758,Lockbox,42,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1
120825,TOP Gift,53,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,0,2,2
120975,Lockbox,51,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,2
121117,Staff,53,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,1,2,2
121159,TOP Gift,52,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,2,0,2,2
121337,Lockbox,49,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,0,1
121473,Lockbox,41,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,1,0,1,2
121519,Online Giving,47,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,2,0
121673,TOP Gift,36,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2
121710,Staff,42,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1
121734,Online Giving,38,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
121746,Staff,42,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0
121860,TOP Gift,44,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1
121917,Lockbox,88,rs    ,N     ,3,1,1,1,0,0,0,1,0,0,0,2,0,0,0
121932,Staff,76,rs    ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0
121961,Online Giving,77,rs    ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
121961,Lockbox,77,rs    ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1
121974,Lockbox,71,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,1,1,1,1
122011,TOP Gift,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,1,0,2
122053,Online Giving,69,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1
122090,Lockbox,51,I     ,N     ,2,0,1,1,0,0,0,1,0,0,0,3,0,1,0
122111,Online Giving,0,I     ,N     ,2,0,0,1,1,0,0,0,0,0,0,1,1,0,1
122156,Online Giving,65,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,3,1,1,1
122191,TOP Gift,47,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2
122206,Lockbox,63,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
122208,TOP Gift,62,I     ,I     ,1,1,0,1,0,0,0,0,0,0,0,1,0,2,3
122217,Online Giving,61,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0
122221,Staff,63,S     ,N     ,3,0,1,1,0,0,0,0,0,0,0,2,2,0,0
122228,Staff,62,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,2,0,0
122311,Lockbox,0,I     ,I     ,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1
122397,Online Giving,58,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
122458,Online Giving,57,I     ,N     ,3,1,1,1,0,0,1,1,1,1,1,2,0,0,1
122468,Lockbox,45,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2
122502,Lockbox,52,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
122508,Online Giving,48,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,1,1,0,1
122510,Online Giving,0,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,3,3,1,1
122659,Staff,57,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,2,1
122790,Staff,56,S     ,I     ,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1
122847,Online Giving,39,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,3,1,3,1
122879,Online Giving,52,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0
122896,Online Giving,52,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1
123038,Staff,51,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,2,1
123065,TOP Gift,49,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1
123125,Staff,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,3,0
123164,Staff,35,I     ,N     ,3,0,1,1,0,0,0,0,0,0,0,3,0,2,1
123337,TOP Gift,45,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,1,2
123345,TOP Gift,43,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1
123348,Staff,57,S     ,I     ,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1
123384,Lockbox,34,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,0,1,2
123397,Online Giving,38,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,2,2,1,1
123578,Lockbox,32,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1
123763,Staff,37,I     ,N     ,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0
123849,Lockbox,71,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
123849,Staff,71,I     ,I     ,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
123896,TOP Gift,0,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,1,1,0,2
123925,Online Giving,68,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,2,1,0
124009,TOP Gift,64,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,3,1,2
124057,TOP Gift,65,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,2,2,3
124071,Online Giving,48,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1
124187,Staff,63,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0
124216,Online Giving,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,1,1,1
124365,Staff,58,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,2,0,1
124371,Online Giving,53,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,0,0,1
124427,Online Giving,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,1,1
124591,Staff,52,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
124703,Staff,39,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,2,1
124731,Lockbox,41,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,1
124876,Staff,49,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
124922,TOP Gift,37,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,3,0,2,1
124929,Staff,50,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,2,2,0
124959,Online Giving,36,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,3,0,2,1
124977,TOP Gift,48,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,1,3,2
125077,Online Giving,32,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1
125328,TOP Gift,38,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,3,0,0,1
125346,Staff,42,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1
125469,Staff,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,1,2,1
125508,Lockbox,69,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1
125515,Lockbox,68,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1
125515,Online Giving,68,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1
125529,TOP Gift,70,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,3,0,1,2
125631,Lockbox,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,0,1,1
125848,Online Giving,0,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,1,0,0,1
125928,TOP Gift,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,0,2,2
125973,TOP Gift,45,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,2,0,0,2
126020,Online Giving,39,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,1,1,1
126099,Lockbox,0,I     ,I     ,1,1,1,1,0,0,0,1,0,0,0,1,0,2,1
126100,Online Giving,58,I     ,N     ,3,1,1,1,0,0,0,1,0,0,0,1,1,1,1
126274,Online Giving,0,I     ,I     ,1,0,1,1,0,0,0,0,0,0,0,3,1,0,1
126298,Online Giving,51,I     ,I     ,1,1,1,1,0,0,1,1,0,0,0,1,1,2,0
126299,Online Giving,52,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,3,0,0,1
126342,Staff,43,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1
126373,Online Giving,46,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,2,1,1
126453,Staff,39,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,1,5,1
126604,Online Giving,39,S     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,2,1,0
126665,Lockbox,48,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,3,1,2
126670,TOP Gift,44,I     ,N     ,2,0,1,1,0,0,0,1,0,0,0,2,1,1,1
126720,TOP Gift,50,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,2,2
126824,Staff,36,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,1,0,0,1
126837,Lockbox,32,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,1,1
126859,Online Giving,36,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,2,0,1
126910,Staff,39,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,6,1,4
126910,Online Giving,39,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,6,1,4
126924,Online Giving,35,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,2,0,0,1
127051,Online Giving,45,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,3,2,1
127104,Lockbox,43,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,3,2
127132,TOP Gift,36,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
127132,Online Giving,36,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1
127157,TOP Gift,33,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,0,1
127170,TOP Gift,36,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,1,1,2
127194,Lockbox,41,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,1,0,2,1
127365,Lockbox,66,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,2,1
127393,Lockbox,59,rs    ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,1,1,1
127408,Lockbox,68,I     ,N     ,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0
127457,Lockbox,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,0,1,1
127493,Staff,59,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,1,0,1,1
127518,Lockbox,0,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,3,0,1,0
127537,TOP Gift,63,I     ,N     ,2,1,1,1,0,0,0,1,0,0,0,1,0,1,2
127593,TOP Gift,63,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,2,0,2,2
127692,TOP Gift,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,0,1
127833,Staff,60,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,1,3
127833,TOP Gift,60,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,1,3
127879,Lockbox,51,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0
128009,TOP Gift,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,0,2,2
128016,Online Giving,58,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,0,3,1
128043,Staff,56,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1
128058,TOP Gift,56,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,0,2
128060,TOP Gift,46,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,3,2,2
128074,Online Giving,47,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,1,0
128086,Staff,41,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1
128110,TOP Gift,56,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,1,2
128248,Staff,41,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,5,0,0
128348,Online Giving,39,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,2,0,0
128449,Staff,52,I     ,N     ,3,1,1,1,0,0,1,1,0,0,0,2,0,0,0
128494,Online Giving,50,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,2,0,1,2
128516,TOP Gift,47,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,2,1,1
128517,Online Giving,36,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,0,0
128544,TOP Gift,34,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,2,2
128644,Online Giving,45,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,3,1,2,1
128646,Staff,39,S     ,I     ,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1
128664,Online Giving,31,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,1,2,1
128669,Online Giving,31,I     ,N     ,2,1,1,1,1,0,0,0,0,0,0,1,1,2,1
128693,Staff,37,I     ,I     ,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1
128707,TOP Gift,48,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,2,0,2
128750,TOP Gift,45,I     ,N     ,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2
128871,Online Giving,44,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1
128996,Online Giving,38,I     ,I     ,1,1,1,1,0,0,0,0,0,0,0,3,0,3,1
129094,Lockbox,79,I     ,N     ,3,1,0,1,0,0,0,0,0,0,0,2,0,1,1
129107,Staff,70,rs    ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
129115,Online Giving,0,I     ,N     ,2,0,1,1,0,0,0,0,0,0,0,3,1,1,1
129148,Lockbox,0,I     ,N     ,2,1,1,1,0,0,0,0,0,0,0,2,1,1,0
129173,Online Giving,0,I     ,N     ,3,1,1,1,0,0,0,0,0,0,0,3,0,1,1
129202,Staff,68,S     ,N     ,3,1,1,1,0,0,0,0,0,0,0,2,3,0,0
129289,Staff,0,I     ,I     ,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
129348,Lockbox,50,I     ,N     ,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1
